,M1,M2,M3,M4,M5
LOC_Os12g26610,0,0,0,0,0
LOC_Os12g26620,0,0,0,0,0
LOC_Os12g26630,0,0,0,0,0
LOC_Os12g26640,0,0,0,0,0
LOC_Os12g26650,0,0,0,0,0
LOC_Os12g26660,1,0,0,0,0
LOC_Os12g26670,0,0,0,0,0
LOC_Os12g26680,0,0,0,0,0
LOC_Os12g26690,0,0,0,0,0
LOC_Os12g26700,0,0,0,0,0
LOC_Os12g26710,0,0,0,0,0
LOC_Os12g26720,0,0,5,0,0
LOC_Os12g26740,0,0,0,0,0
LOC_Os12g26750,0,0,0,0,0
LOC_Os12g26760,0,0,0,0,0
LOC_Os12g26770,0,0,0,0,0
LOC_Os12g26780,0,0,0,0,0
LOC_Os12g26790,0,0,0,0,0
LOC_Os12g26800,0,0,0,0,0
LOC_Os12g26810,0,0,0,0,0
LOC_Os12g26820,0,0,0,0,0
LOC_Os12g26830,0,0,0,0,0
LOC_Os12g26840,0,0,0,0,0
LOC_Os12g26850,224.014,225.124,143.975,348.535,138.547
LOC_Os12g26860,297.289,163.042,221.25,56.314,871.089
LOC_Os12g26870,0,0,1,37,0
LOC_Os12g26875,0,0,0,0,5
LOC_Os12g26880,196,252,192,212,636
LOC_Os12g26890,0,0,0,0,0
LOC_Os12g26900,0,0,0,0,0
LOC_Os12g26910,0,0,0,0,0
LOC_Os12g26920,0,0,0,0,0
LOC_Os12g26930,0,0,0,0,0
LOC_Os12g26940,0,0,0,0,0
LOC_Os12g26950,0,0,0,0,0
LOC_Os12g26960,0,0,0,0,0
LOC_Os12g26970,0,0,0,0,0
LOC_Os12g26980,0,0,0,0,0
LOC_Os12g26990,0,0,0,0,0
LOC_Os12g27000,0,0,0,0,0
LOC_Os12g27010,0,0,0,0,0
LOC_Os12g27020,0,0,0,0,0
LOC_Os12g27025,0,0,0,0,0
LOC_Os12g27030,0,0,0,0,0
LOC_Os12g27040,0,0,0,0,0
LOC_Os12g27050,0,0,0,0,0
LOC_Os12g27060,0,0,0,0,0
LOC_Os12g27070,0,0,0,0,4
LOC_Os12g27080,0,0,0,0,0
LOC_Os12g27090,181,6,120,12,15
LOC_Os12g27096,0,0,0,0,0
LOC_Os12g27102,0,0,0,0,0
LOC_Os12g27110,0,0,0,0,0
LOC_Os12g27120,0,0,0,0,0
LOC_Os12g27130,0,0,0,0,0
LOC_Os12g27140,0,0,0,0,0
LOC_Os12g27150,0,0,0,0,0
LOC_Os12g27160,0,1,0,0,0
LOC_Os12g27170,0,0,0,0,0
LOC_Os12g27180,0,0,0,0,0
LOC_Os12g27190,0,0,0,0,0
LOC_Os12g27200,0,0,0,0,0
LOC_Os12g27210,0,0,0,0,0
LOC_Os12g27220,0,0,0,0,0
LOC_Os12g27230,0,0,0,0,0
LOC_Os12g27240,0,0,0,0,0
LOC_Os12g27254,0,0,0,0,0
LOC_Os12g27270,0,0,0,0,0
LOC_Os12g27280,0,0,0,0,0
LOC_Os12g27290,0,0,0,0,0
LOC_Os12g27300,0,0,0,0,0
LOC_Os12g27310,0,0,0,0,0
LOC_Os12g27320,0,0,0,0,0
LOC_Os12g27330,0,0,0,0,0
LOC_Os12g27335,0,1,0,73,62
LOC_Os12g27340,0,0,0,0,0
LOC_Os12g27350,0,0,0,0,0
LOC_Os12g27370,393.593,408.735,239.084,286.284,703.054
LOC_Os12g27390,0,0,0,0,0
LOC_Os12g27400,0,0,0,0,0
LOC_Os12g27410,0,0,0,0,0
LOC_Os12g27420,0,0,0,0,0
LOC_Os12g27430,0,0,0,0,0
LOC_Os12g27440,1,58,0,0,1
LOC_Os12g27450,0,0,0,0,0
LOC_Os12g27460,0,0,0,0,0
LOC_Os12g27470,0,0,0,0,0
LOC_Os12g27480,0,0,0,0,0
LOC_Os12g27490,0,0,0,0,0
LOC_Os12g27500,0,0,0,0,0
LOC_Os12g27510,0,0,0,0,0
LOC_Os12g27520,538,207,194,474,247
LOC_Os12g27530,0,0,0,0,0
LOC_Os12g27540,0,0,0,0,0
LOC_Os12g27550,0,0,0,0,0
LOC_Os12g27560,0,0,0,0,0
LOC_Os12g27570,0,0,0,0,0
LOC_Os12g27580,0,0,0,0,0
LOC_Os12g27590,0,0,0,0,0
LOC_Os12g27600,0,0,0,0,0
LOC_Os12g27610,0,0,0,0,0
LOC_Os12g27630,0,0,0,0,0
LOC_Os12g27640,0,0,0,0,0
LOC_Os12g27650,0,0,0,0,0
LOC_Os12g27670,0,0,0,0,0
LOC_Os12g27680,0,0,0,0,0
LOC_Os12g27690,0,0,0,0,0
LOC_Os12g27700,0,0,14,0,0
LOC_Os12g27710,0,0,0,0,0
LOC_Os12g27720,0,0,0,0,0
LOC_Os12g27730,0,0,0,0,0
LOC_Os12g27740,0,0,0,0,0
LOC_Os12g27750,0,0,0,0,0
LOC_Os12g27760,0,0,0,0,0
LOC_Os12g27770,0,0,0,0,0
LOC_Os12g27780,0,0,0,0,0
LOC_Os12g27790,0,0,0,0,0
LOC_Os12g27800,106.135,0,0,0,0
LOC_Os12g27810,0,0,0,0,0
LOC_Os12g27820,0,0,0,0,0
LOC_Os12g27830,0,0,0,0,0
LOC_Os12g27840,0,0,0,0,0
LOC_Os12g27850,0,0,0,0,0
LOC_Os12g27860,0,0,0,0,0
LOC_Os12g27870,0,0,0,0,0
LOC_Os12g27880,0,0,0,0,0
LOC_Os12g27890,0,0,0,0,0
LOC_Os12g27900,0,0,0,0,0
LOC_Os12g27910,0,0,0,0,0
LOC_Os12g27920,0,0,0,0,0
LOC_Os12g27930,0,0,0,0,0
LOC_Os12g27940,0,0,0,0,0
LOC_Os12g27950,0,0,0,0,0
LOC_Os12g27960,0,0,0,0,0
LOC_Os12g27980,0,0,0,0,0
LOC_Os12g27994,121,172,112,33,162
LOC_Os12g28010,0,0,0,0,0
LOC_Os12g28015,493,327,192,221,304
LOC_Os12g28020,0,0,0,0,0
LOC_Os12g28040,0,0,0,0,0
LOC_Os12g28050,0,0,0,0,0
LOC_Os12g28065,0,0,0,0,0
LOC_Os12g28070,0,0,0,0,0
LOC_Os12g28080,0,0,0,0,0
LOC_Os12g28090,0,0,0,0,0
LOC_Os12g28100,0,0,56,0,0
LOC_Os12g28110,0,0,0,0,0
LOC_Os12g28137,0,0,0,0,0
LOC_Os12g28150,0,0,0,0,0
LOC_Os12g28168,0,0,0,0,0
LOC_Os12g28177,0,0,0,0,0
LOC_Os12g28190,0,0,0,0,0
LOC_Os12g28200,0,0,0,0,0
LOC_Os12g28210,0,0,0,0,0
LOC_Os12g28220,0,0,0,0,0
LOC_Os12g28230,0,0,0,0,0
LOC_Os12g28240,0,0,0,0,0
LOC_Os12g28250,0,0,0,0,0
LOC_Os12g28260,3,61,3.017,0,0
LOC_Os12g28270,284,92,149.983,111,126
LOC_Os12g28280,0,0,0,0,0
LOC_Os12g28290,0,0,0,0,0
LOC_Os12g28300,0,0,0,0,0
LOC_Os12g28310,0,0,0,0,0
LOC_Os12g28330,0,0,0,0,0
LOC_Os12g28340,0,0,0,0,0
LOC_Os12g28350,0,0,0,0,0
LOC_Os12g28360,0,0,0,0,0
LOC_Os12g28370,0,0,0,0,0
LOC_Os12g28380,0,0,0,0,0
LOC_Os12g28390,0,0,0,0,0
LOC_Os12g28400,0,0,0,0,0
LOC_Os12g28410,0,0,0,0,0
LOC_Os12g28420,0,0,0,0,0
LOC_Os12g28430,0,0,0,0,0
LOC_Os12g28440,0,0,0,0,0
LOC_Os12g28450,0,0,0,0,0
LOC_Os12g28460,0,0,0,0,0
LOC_Os12g28470,0,0,0,0,0
LOC_Os12g28480,0,0,0,0,0
LOC_Os12g28490,0,0,0,0,0
LOC_Os12g28500,0,0,0,0,0
LOC_Os12g28510,0,0,0,0,0
LOC_Os12g28520,0,0,0,0,0
LOC_Os12g28540,0,0,0,0,0
LOC_Os12g28550,0,0,0,0,0
LOC_Os12g28560,0,0,0,0,0
LOC_Os12g28570,0,0,0,0,0
LOC_Os12g28580,0,0,0,0,0
LOC_Os12g28590,0,0,0,0,0
LOC_Os12g28600,0,0,0,0,0
LOC_Os12g28610,0,0,0,0,0
LOC_Os12g28620,0,0,0,0,0
LOC_Os12g28630,0,0,0,0,0
LOC_Os12g28640,0,0,0,0,0
LOC_Os12g28650,0,0,0,0,0
LOC_Os12g28659,0,0,0,0,0
LOC_Os12g28670,0,0,0,0,0
LOC_Os12g28690,0,0,0,0,0
LOC_Os12g28710,0,0,0,0,0
LOC_Os12g28720,0,0,0,0,0
LOC_Os12g28730,0,0,0,0,0
LOC_Os12g28740,0,0,0,0,0
LOC_Os12g28750,0,0,0,0,0
LOC_Os12g28760,0,0,0,0,0
LOC_Os12g28770,0,0,0,0,0
LOC_Os12g28780,0,0,0,0,0
LOC_Os12g28790,0,0,0,0,0
LOC_Os12g28800,0,0,0,0,0
LOC_Os12g28810,0,0,0,0,0
LOC_Os12g28820,0,0,0,0,0
LOC_Os12g28830,0,0,0,0,0
LOC_Os12g28840,0,0,0,0,0
LOC_Os12g28850,0,0,0,0,0
LOC_Os12g28860,0,0,0,0,0
LOC_Os12g28870,0,0,0,0,0
LOC_Os12g28880,0,0,0,0,0
LOC_Os12g28890,0,0,0,0,0
LOC_Os12g28900,0,0,0,0,0
LOC_Os12g28910,0,0,0,0,0
LOC_Os12g28920,0,0,0,0,0
LOC_Os12g28930,0,0,0,0,0
LOC_Os12g28940,0,0,0,0,0
LOC_Os12g28950,0,0,0,0,0
LOC_Os12g28960,0,0,0,0,0
LOC_Os12g28970,0,0,0,0,0
LOC_Os12g28980,0,0,0,0,0
LOC_Os12g28990,0,0,0,0,0
LOC_Os12g29000,0,0,0,0,0
LOC_Os12g29010,0,0,0,0,0
LOC_Os12g29020,0,0,0,0,0
LOC_Os12g29030,0,0,0,0,0
LOC_Os12g29040,0,0,0,0,0
LOC_Os12g29050,0,0,0,0,0
LOC_Os12g29070,0,0,0,0,0
LOC_Os12g29080,0,0,0,0,0
LOC_Os12g29090,0,0,0,0,0
LOC_Os12g29100,0,0,0,0,0
LOC_Os12g29110,0,0,0,0,0
LOC_Os12g29120,0,0,0,0,0
LOC_Os12g29130,0,0,0,0,0
LOC_Os12g29140,0,0,0,0,0
LOC_Os12g29150,0,0,0,0,0
LOC_Os12g29160,0,0,0,0,0
LOC_Os12g29170,0,0,0,0,0
LOC_Os12g29180,0,0,0,0,0
LOC_Os12g29190,0,0,0,0,0
LOC_Os12g29200,0,0,0,0,0
LOC_Os12g29220,116,1,17,55,111
LOC_Os12g29230,0,0,0,0,0
LOC_Os12g29240,0,0,0,0,0
LOC_Os12g29250,0,0,0,0,0
LOC_Os12g29280,0,0,0,0,0
LOC_Os12g29290,0,0,0,0,0
LOC_Os12g29300,0,0,0,0,0
LOC_Os12g29310,0,0,0,0,0
LOC_Os12g29320,0,0,0,0,0
LOC_Os12g29330,107,53,52,9,286
LOC_Os12g29340,232,100,0,100,52
LOC_Os12g29350,0,0,0,0,0
LOC_Os12g29360,0,0,0,0,0
LOC_Os12g29370,0,0,0,0,0
LOC_Os12g29380,0,0,0,0,0
LOC_Os12g29390,0,0,0,0,0
LOC_Os12g29400,0,0,0,0,0
LOC_Os12g29410,0,0,0,0,0
LOC_Os12g29420,0,0,0,0,0
LOC_Os12g29430,0,0,0,0,0
LOC_Os12g29434,0,0,0,0,0
LOC_Os12g29440,0,0,0,0,0
LOC_Os12g29450,0,0,0,0,0
LOC_Os12g29470,0,0,0,0,0
LOC_Os12g29480,0,5,0,0,0
LOC_Os12g29500,0,0,0,0,0
LOC_Os12g29510,0,0,0,0,0
LOC_Os12g29520,378,481,324,237,795
LOC_Os12g29530,0,0,0,0,0
LOC_Os12g29540,0,0,0,0,0
LOC_Os12g29550,72,97,121,9,510
LOC_Os12g29560,1,47,158,46,148
LOC_Os12g29570,863,655,410,692,1088
LOC_Os12g29580,0,29,37,1,51
LOC_Os12g29590,0,0,0,0,0
LOC_Os12g29600,0,0,0,0,0
LOC_Os12g29605,0,0,0,0,0
LOC_Os12g29610,0,0,0,0,0
LOC_Os12g29620,0,0,0,0,0
LOC_Os12g29630,0,0,0,0,0
LOC_Os12g29640,0,0,0,0,0
LOC_Os12g29650,0,0,0,0,0
LOC_Os12g29660,123,64,1,34,0
LOC_Os12g29670,193,82,1,139,100
LOC_Os12g29680,0,0,0,0,0
LOC_Os12g29690,0,0,0,0,0
LOC_Os12g29700,0,0,0,0,0
LOC_Os12g29710,0,0,0,0,0
LOC_Os12g29714,0,0,0,0,0
LOC_Os12g29719,0,0,0,0,0
LOC_Os12g29730,0,0,0,0,0
LOC_Os12g29740,0,0,0,0,0
LOC_Os12g29750,0,0,0,0,0
LOC_Os12g29760,74,79,59,0,0
LOC_Os12g29780,0,0,0,0,0
LOC_Os12g29790,0,0,0,0,0
LOC_Os12g29800,0,0,0,0,0
LOC_Os12g29810,0,0,0,0,0
LOC_Os12g29820,0,0,0,0,0
LOC_Os12g29830,0,0,0,0,0
LOC_Os12g29840,0,0,0,0,0
LOC_Os12g29850,0,0,0,0,0
LOC_Os12g29860,0,0,0,0,0
LOC_Os12g29874,0,0,0,0,0
LOC_Os12g29890,0,0,0,0,0
LOC_Os12g29910,0,0,0,0,0
LOC_Os12g29920,0,0,0,0,0
LOC_Os12g29940,0,0,0,0,0
LOC_Os12g29950,0,0,0,0,66
LOC_Os12g29960,0,0,1,32,0
LOC_Os12g29970,0,0,0,0,0
LOC_Os12g29980,0,0,0,0,0
LOC_Os12g29990,338,326,141,292,347
LOC_Os12g30000,0,0,0,0,0
LOC_Os12g30020,268,127,122,256,151
LOC_Os12g30030,280,177,40,0,1
LOC_Os12g30040,0,0,0,0,0
LOC_Os12g30050,0,0,0,0,0
LOC_Os12g30060,239,198,124,277,434
LOC_Os12g30070,0,0,0,0,0
LOC_Os12g30080,0,0,0,0,0
LOC_Os12g30100,0,0,0,0,0
LOC_Os12g30110,0,0,0,0,0
LOC_Os12g30120,0,0,0,0,0
LOC_Os12g30130,0,0,0,0,0
LOC_Os12g30140,0,0,0,0,0
LOC_Os12g30150,0,0,0,0,0
LOC_Os12g30160,0,0,0,0,0
LOC_Os12g30170,0,0,0,0,0
LOC_Os12g30180,0,0,0,0,0
LOC_Os12g30190,0,0,0,0,0
LOC_Os12g30200,0,0,0,0,0
LOC_Os12g30214,0,0,0,0,0
LOC_Os12g30230,0,0,0,0,0
LOC_Os12g30240,0,0,0,0,0
LOC_Os12g30250,0,0,0,0,0
LOC_Os12g30260,0,0,0,0,0
LOC_Os12g30270,0,0,0,0,0
LOC_Os12g30280,0,0,0,0,0
LOC_Os12g30290,0,0,0,0,0
LOC_Os12g30310,0,0,0,0,0
LOC_Os12g30320,0,0,0,0,0
LOC_Os12g30330,0,0,0,0,0
LOC_Os12g30340,0,0,0,0,0
LOC_Os12g30350,0,0,0,0,0
LOC_Os12g30360,0,0,0,0,0
LOC_Os12g30370,0,0,0,0,0
LOC_Os12g30380,0,0,0,0,0
LOC_Os12g30390,0,0,0,0,0
LOC_Os12g30400,0,0,0,0,0
LOC_Os12g30410,0,0,0,0,0
LOC_Os12g30420,0,0,0,0,0
LOC_Os12g30430,0,0,0,0,0
LOC_Os12g30440,0,0,0,0,0
LOC_Os12g30444,0,0,0,0,0
LOC_Os12g30450,0,0,0,0,0
LOC_Os12g30460,0,0,0,0,0
LOC_Os12g30480,0,0,0,0,0
LOC_Os12g30490,0,0,0,0,0
LOC_Os12g30500,0,0,0,0,0
LOC_Os12g30510,79,26,62,28,442
LOC_Os12g30520,0,0,0,0,0
LOC_Os12g30540,744,715,533,587,1191
LOC_Os12g30550,0,0,0,0,0
LOC_Os12g30555,712.752,131.114,161.998,435.068,529
LOC_Os12g30560,0,0,0,0,0
LOC_Os12g30570,0,0,0,0,0
LOC_Os12g30580,0,0,0,0,0
LOC_Os12g30590,0,0,0,0,0
LOC_Os12g30600,0,0,0,0,125
LOC_Os12g30610,0,0,7,1,123
LOC_Os12g30620,0,0,0,39,0
LOC_Os12g30630,0,0,0,0,0
LOC_Os12g30640,0,0,0,0,0
LOC_Os12g30650,0,0,0,0,0
LOC_Os12g30660,0,0,0,0,0
LOC_Os12g30670,0,0,0,0,0
LOC_Os12g30680,0,0,0,0,0
LOC_Os12g30690,0,0,0,0,0
LOC_Os12g30700,0,0,0,0,0
LOC_Os12g30720,0,0,0,0,0
LOC_Os12g30730,0,0,0,0,0
LOC_Os12g30740,0,0,0,0,0
LOC_Os12g30750,0,0,0,0,0
LOC_Os12g30760,0,0,0,0,0
LOC_Os12g30770,0,0,0,0,0
LOC_Os12g30780,0,0,0,0,0
LOC_Os12g30790,0,0,0,0,0
LOC_Os12g30800,0,0,0,0,0
LOC_Os12g30810,0,0,0,0,0
LOC_Os12g30824,0,0,0,0,0
LOC_Os12g30840,0,0,0,0,0
LOC_Os12g30850,0,0,0,0,0
LOC_Os12g30880,0,0,0,0,0
LOC_Os12g30890,0,0,0,0,0
LOC_Os12g30900,0,0,0,0,0
LOC_Os12g30920,0,0,0,0,0
LOC_Os12g30930,0,0,0,0,0
LOC_Os12g30940,0,0,0,0,0
LOC_Os12g30950,0,0,0,0,0
LOC_Os12g30960,0,0,0,0,0
LOC_Os12g30980,0,0,0,0,0
LOC_Os12g30990,0,0,0,0,0
LOC_Os12g31000,0,0,0,0,0
LOC_Os12g31020,0,0,0,0,0
LOC_Os12g31030,0,0,0,0,0
LOC_Os12g31040,0,0,0,0,0
LOC_Os12g31050,0,0,0,0,115
LOC_Os12g31060,0,0,0,0,0
LOC_Os12g31070,0,0,0,0,0
LOC_Os12g31080,0,0,0,0,0
LOC_Os12g31090,0,0,0,0,0
LOC_Os12g31100,0,0,0,0,0
LOC_Os12g31110,0,0,0,0,0
LOC_Os12g31120,0,0,0,0,0
LOC_Os12g31130,0,0,0,0,0
LOC_Os12g31140,0,0,0,0,0
LOC_Os12g31150,0,0,0,0,0
LOC_Os12g31160,0,0,0,0,0
LOC_Os12g31180,0,0,0,0,0
LOC_Os12g31190,0,0,0,0,0
LOC_Os12g31200,0,0,0,0,0
LOC_Os12g31210,0,0,0,0,0
LOC_Os12g31230,0,0,0,0,0
LOC_Os12g31240,0,0,0,0,0
LOC_Os12g31250,0,0,0,44.393,0
LOC_Os12g31260,0,0,0,0,0
LOC_Os12g31270,0,0,0,0,0
LOC_Os12g31280,0,0,0,0,0
LOC_Os12g31290,0,0,0,0,0
LOC_Os12g31300,0,0,0,0,0
LOC_Os12g31310,0,0,0,0,0
LOC_Os12g31320,0,0,0,0,0
LOC_Os12g31330,0,0,0,0,0
LOC_Os12g31340,0,0,0,0,0
LOC_Os12g31350,1,9,18,42,0
LOC_Os12g31370,0,0,0,0,0
LOC_Os12g31380,186,150,75,36,56
LOC_Os12g31390,0,0,0,0,0
LOC_Os12g31400,0,0,0,0,0
LOC_Os12g31410,0,4,42,0,3
LOC_Os12g31420,0,0,0,0,0
LOC_Os12g31430,0,0,0,0,0
LOC_Os12g31440,428,352,244,188,116
LOC_Os12g31450,0,8,0,0,0
LOC_Os12g31460,3044,1769,1563,1617,3500
LOC_Os12g31470,0,0,0,0,55
LOC_Os12g31480,0,26,0,3,166
LOC_Os12g31485,142.734,5.544,28.797,231.325,52.317
LOC_Os12g31490,240,109,14,66,4
LOC_Os12g31510,0,0,0,0,0
LOC_Os12g31520,0,0,9,0,0
LOC_Os12g31530,0,0,0,0,0
LOC_Os12g31540,0,0,0,0,0
LOC_Os12g31550,0,0,0,0,0
LOC_Os12g31560,0,0,0,0,0
LOC_Os12g31570,0,0,0,0,0
LOC_Os12g31580,0,0,0,0,0
LOC_Os12g31590,0,0,0,0,0
LOC_Os12g31600,0,0,0,0,0
LOC_Os12g31610,0,0,0,0,0
LOC_Os12g31620,0,39,0,0,0
LOC_Os12g31630,0,0,0,0,0
LOC_Os12g31640,76,22,5,105,0
LOC_Os12g31650,0,0,0,0,0
LOC_Os12g31660,0,0,0,0,27
LOC_Os12g31670,0,0,0,0,0
LOC_Os12g31680,0,0,0,0,0
LOC_Os12g31690,0,0,0,0,0
LOC_Os12g31700,0,0,0,0,0
LOC_Os12g31710,0,0,0,0,0
LOC_Os12g31729,0,0,0,0,0
LOC_Os12g31748,0,0,0,0,0
LOC_Os12g31770,15,8,6,39.007,11
LOC_Os12g31780,846,1081,563,1077,1375
LOC_Os12g31790,150,77,46,80,113
LOC_Os12g31800,224,54,26,7,71
LOC_Os12g31810,0,0,0,0,0
LOC_Os12g31820,0,69,1,0,1
LOC_Os12g31830,1,42,0,1,48
LOC_Os12g31840,187,33,133,98,72
LOC_Os12g31850,620,1280,818,1244,1315
LOC_Os12g31860,0,0,0,0,0
LOC_Os12g31870,0,0,0,0,0
LOC_Os12g31880,66,0,0,5,0
LOC_Os12g31890,0,0,0,0,0
LOC_Os12g31900,0,0,0,0,0
LOC_Os12g31910,0,0,0,0,0
LOC_Os12g31920,0,0,0,0,0
LOC_Os12g31930,0,0,0,0,0
LOC_Os12g31940,0,0,0,0,0
LOC_Os12g31960,0,0,0,0,0
LOC_Os12g31980,0,0,0,0,0
LOC_Os12g31990,0,0,0,0,0
LOC_Os12g32000,0,0,0,0,0
LOC_Os12g32010,0,0,0,0,0
LOC_Os12g32020,0,0,0,0,0
LOC_Os12g32030,0,0,0,0,0
LOC_Os12g32040,0,0,0,0,0
LOC_Os12g32050,0,0,0,0,0
LOC_Os12g32060,0,0,0,0,0
LOC_Os12g32080,0,0,0,0,0
LOC_Os12g32090,0,0,0,0,0
LOC_Os12g32110,0,0,0,0,0
LOC_Os12g32120,0,0,0,0,0
LOC_Os12g32130,0,0,0,0,0
LOC_Os12g32140,0,0,0,0,0
LOC_Os12g32150,0,0,0,0,0
LOC_Os12g32160,0,0,0,0,0
LOC_Os12g32170,0,0,0,0,0
LOC_Os12g32180,2,39,1,109,1
LOC_Os12g32190,0,0,0,0,0
LOC_Os12g32200,0,0,0,0,0
LOC_Os12g32210,26,0,31,0,74
LOC_Os12g32230,1,52,77,134.022,0
LOC_Os12g32240,1190,531,532,817,691
LOC_Os12g32250,46,0,0,1,194
LOC_Os12g32260,0,0,0,0,0
LOC_Os12g32280,125,152,107,170,548
LOC_Os12g32284,9,154,48,53,192
LOC_Os12g32290,0,0,1,0,0
LOC_Os12g32300,0,0,0,0,0
LOC_Os12g32310,0,0,0,0,0
LOC_Os12g32320,0,0,0,0,0
LOC_Os12g32330,67,39,74,152,201
LOC_Os12g32360,0,0,1,1,1
LOC_Os12g32370,0,0,0,0,0
LOC_Os12g32374,0,0,0,0,0
LOC_Os12g32380,0,5.804,2,1,0
LOC_Os12g32390,0,0,0,0,0
LOC_Os12g32400,0,0,0,0,0
LOC_Os12g32410,0,0,0,0,0
LOC_Os12g32420,0,0,0,0,0
LOC_Os12g32430,0,0,0,0,0
LOC_Os12g32440,0,0,0,0,0
LOC_Os12g32450,0,0,0,0,0
LOC_Os12g32470,0,57,0,1,0
LOC_Os12g32480,0,0,0,0,0
LOC_Os12g32499,0,0,0,0,0
LOC_Os12g32520,0,0,0,0,0
LOC_Os12g32530,0,0,0,0,0
LOC_Os12g32536,79.553,45.93,150.966,256.806,365.992
LOC_Os12g32544,1,0,0,0,0
LOC_Os12g32560,0,0,0,0,0
LOC_Os12g32580,56,97,147,40,623
LOC_Os12g32590,0,0,0,75,0
LOC_Os12g32600,0,0,0,0,0
LOC_Os12g32610,77,0,0,0,1
LOC_Os12g32620,0,0,0,0,0
LOC_Os12g32630,130,79,87,90,250
LOC_Os12g32640,0,0,0,0,0
LOC_Os12g32650,0,6,0,0,0
LOC_Os12g32660,188,98,57,0,123
LOC_Os12g32670,0,0,37,0,195
LOC_Os12g32680,0,0,0,0,0
LOC_Os12g32690,0,0,0,0,0
LOC_Os12g32700,0,0,0,0,0
LOC_Os12g32710,0,2,1,0,0
LOC_Os12g32720,0,0,0,0,0
LOC_Os12g32730,0,0,0,0,0
LOC_Os12g32740,0,0,0,0,0
LOC_Os12g32750,1,0,0,2,77
LOC_Os12g32760,219,267,331,593,522
LOC_Os12g32770,0,0,0,0,0
LOC_Os12g32790,0,37,0,0,0
LOC_Os12g32800,0,0,0,0,0
LOC_Os12g32810,0,0,0,0,0
LOC_Os12g32814,0,0,0,0,0
LOC_Os12g32820,0,0,0,21,62
LOC_Os12g32840,0,0,0,0,0
LOC_Os12g32850,0,0,0,0,0
LOC_Os12g32870,0,0,0,0,0
LOC_Os12g32880,0,0,0,0,0
LOC_Os12g32900,0,0,0,0,0
LOC_Os12g32910,0,0,0,0,0
LOC_Os12g32920,0,0,0,0,0
LOC_Os12g32930,0,0,0,0,0
LOC_Os12g32940,688,292,514,229,429
LOC_Os12g32950,0,0,0,0,0
LOC_Os12g32960,0,0,0,0,0
LOC_Os12g32970,0,0,0,0,0
LOC_Os12g32980,516,78,85,231,278
LOC_Os12g32986,274,273,259,226,386
LOC_Os12g32992,144,104,53,166,201
LOC_Os12g33000,0,0,0,0,0
LOC_Os12g33010,0,0,0,0,0
LOC_Os12g33020,665,503,238,342,464
LOC_Os12g33030,0,0,0,0,0
LOC_Os12g33040,0,0,0,0,0
LOC_Os12g33050,0,0,0,0,0
LOC_Os12g33060,0,0,0,0,0
LOC_Os12g33070,0,0,0,0,0
LOC_Os12g33080,602,728,534,400,939
LOC_Os12g33090,0,0,0,1,38
LOC_Os12g33100,139,58,92,29,1
LOC_Os12g33110,0,0,0,0,0
LOC_Os12g33120,783,762,605,511,727
LOC_Os12g33130,0,0,0,0,0
LOC_Os12g33140,0,0,0,0,0
LOC_Os12g33150,3,0,13,10,5
LOC_Os12g33160,223.284,81.686,104.983,174,156.011
LOC_Os12g33165,0,0,1,1,0
LOC_Os12g33170,0,0,0,0,0
LOC_Os12g33180,10.896,187.04,202.678,199.981,252.37
LOC_Os12g33194,0,0,0,0,0
LOC_Os12g33210,0,0,0,0,0
LOC_Os12g33220,0,0,0,0,0
LOC_Os12g33230,0,0,0,0,0
LOC_Os12g33240,1,29,47,26,0
LOC_Os12g33250,0,0,0,0,0
LOC_Os12g33260,0,0,0,0,0
LOC_Os12g33270,0,0,0,0,0
LOC_Os12g33280,0,0,0,0,0
LOC_Os12g33289,0,0,0,0,2
LOC_Os12g33300,0,0,0,0,0
LOC_Os12g33320,0,0,0,0,0
LOC_Os12g33330,0,0,0,0,0
LOC_Os12g33340,0,0,0,0,0
LOC_Os12g33350,0,0,0,0,0
LOC_Os12g33360,0,0,0,0,0
LOC_Os12g33370,0,0,0,0,0
LOC_Os12g33380,0,0,0,0,0
LOC_Os12g33390,0,0,0,2,0
LOC_Os12g33415,0,0,0,0,0
LOC_Os12g33420,0,0,0,0,0
LOC_Os12g33434,0,0,0,0,0
LOC_Os12g33450,0,0,0,0,0
LOC_Os12g33460,0,0,0,0,0
LOC_Os12g33470,0,0,0,0,0
LOC_Os12g33480,0,0,0,0,0
LOC_Os12g33490,0,0,0,0,0
LOC_Os12g33500,0,0,0,0,0
LOC_Os12g33510,0,0,0,0,0
LOC_Os12g33520,0,0,0,0,0
LOC_Os12g33530,0,0,0,0,0
LOC_Os12g33540,0,0,0,0,0
LOC_Os12g33550,0,0,0,0,0
LOC_Os12g33560,0,0,0,0,0
LOC_Os12g33570,0,0,0,0,0
LOC_Os12g33580,0,0,0,0,0
LOC_Os12g33590,0,0,0,0,0
LOC_Os12g33600,107,8,8,0,104
LOC_Os12g33610,384,250,339,289,562
LOC_Os12g33620,0,0,0,0,0
LOC_Os12g33630,0,0,0,0,0
LOC_Os12g33640,0,0,0,0,0
LOC_Os12g33650,0,8,0,0,0
LOC_Os12g33660,0,0,0,0,0
LOC_Os12g33670,0,0,0,0,0
LOC_Os12g33680,0,0,0,0,0
LOC_Os12g33690,0,14,0,54,0
LOC_Os12g33700,0,0,0,0,0
