,V1,V2,V3,V4
LOC_Os08g14130,0,0,0,0
LOC_Os08g14140,0,0,0,0
LOC_Os08g14150,0,0,0,0
LOC_Os08g14160,0,0,0,0
LOC_Os08g14170,0,0,0,0
LOC_Os08g14180,0,0,0,0
LOC_Os08g14190,0,0,0,0
LOC_Os08g14195,0,0,0,0
LOC_Os08g14200,0,0,0,0
LOC_Os08g14210,0,0,0,0
LOC_Os08g14220,0,1,0,0
LOC_Os08g14230,87,65,62,0
LOC_Os08g14250,0,0,0,0
LOC_Os08g14260,0,0,0,0
LOC_Os08g14270,0,0,0,0
LOC_Os08g14280,0,0,0,0
LOC_Os08g14290,0,0,6.212,0
LOC_Os08g14300,0,0,0,0
LOC_Os08g14310,0,0,0,0
LOC_Os08g14320,0,0,0,0
LOC_Os08g14330,418,344,263,390
LOC_Os08g14340,0,0,0,0
LOC_Os08g14350,0,0,0,0
LOC_Os08g14360,0,0,0,2
LOC_Os08g14364,0,0,0,0
LOC_Os08g14370,0,0,0,0
LOC_Os08g14380,0,0,0,0
LOC_Os08g14390,0,0,0,0
LOC_Os08g14400,0,0,0,0
LOC_Os08g14410,0,0,0,0
LOC_Os08g14420,0,0,0,0
LOC_Os08g14430,0,0,0,0
LOC_Os08g14440,4788.001,3757,3450,3626
LOC_Os08g14450,381,554,143,319
LOC_Os08g14460,205,141,37,116
LOC_Os08g14470,0,0,0,0
LOC_Os08g14480,0,0,0,0
LOC_Os08g14490,214,241,108,230
LOC_Os08g14500,0,0,0,0
LOC_Os08g14510,0,0,0,0
LOC_Os08g14520,0,0,0,0
LOC_Os08g14530,0,0,0,0
LOC_Os08g14540,0,0,0,0
LOC_Os08g14550,0,0,0,0
LOC_Os08g14560,0,0,0,0
LOC_Os08g14570,135,142,220,273
LOC_Os08g14580,289,202,130,160
LOC_Os08g14590,0,0,0,0
LOC_Os08g14600,11,2,30,0
LOC_Os08g14610,14,0,0,0
LOC_Os08g14620,369,270,187,752
LOC_Os08g14630,0,0,0,0
LOC_Os08g14640,177,196,268,196
LOC_Os08g14650,0,0,0,0
LOC_Os08g14660,70,60,5,59
LOC_Os08g14670,0,0,0,0
LOC_Os08g14690,0,0,0,0
LOC_Os08g14700,0,0,0,0
LOC_Os08g14710,0,0,0,0
LOC_Os08g14720,0,0,0,0
LOC_Os08g14730,0,0,0,0
LOC_Os08g14744,0,0,0,0
LOC_Os08g14760,0,0,0,0
LOC_Os08g14770,77,0,27,59
LOC_Os08g14780,0,0,0,0
LOC_Os08g14790,0,0,0,0
LOC_Os08g14800,0,0,0,0
LOC_Os08g14810,0,0,0,0
LOC_Os08g14820,0,0,0,0
LOC_Os08g14830,0,0,0,0
LOC_Os08g14840,0,0,0,0
LOC_Os08g14850,0,0,0,0
LOC_Os08g14860,124,118,253.028,35
LOC_Os08g14870,0,0,0,0
LOC_Os08g14880,1137,1239,930,1013
LOC_Os08g14890,0,0,0,1
LOC_Os08g14900,0,0,0,0
LOC_Os08g14910,0,0,0,0
LOC_Os08g14920,0,0,0,0
LOC_Os08g14930,0,0,0,0
LOC_Os08g14940,14,0,0,0
LOC_Os08g14950,0,0,0,0
LOC_Os08g14960,0,0,0,0
LOC_Os08g14970,0,0,0,0
LOC_Os08g14980,0,0,0,0
LOC_Os08g14990,24,70,32,3
LOC_Os08g15000,0,0,0,0
LOC_Os08g15010,0,0,0,0
LOC_Os08g15020,0,0,0,0
LOC_Os08g15030,113,144,191,74
LOC_Os08g15040,359,228,468,328
LOC_Os08g15050,2192,1562,2502,2138
LOC_Os08g15060,93,147,42,151
LOC_Os08g15070,0,0,0,0
LOC_Os08g15080,871,409,416,710
LOC_Os08g15090,89,32,213,2
LOC_Os08g15100,0,0,0,0
LOC_Os08g15110,0,0,0,0
LOC_Os08g15120,0,0,0,0
LOC_Os08g15130,0,0,0,0
LOC_Os08g15149,0,0,0,0
LOC_Os08g15170,48,99,97,84
LOC_Os08g15180,0,0,0,0
LOC_Os08g15190,0,0,0,0
LOC_Os08g15204,1080,623,831,1069
LOC_Os08g15220,0,0,0,0
LOC_Os08g15230,3501,3704,3812,2896
LOC_Os08g15236,0,0,0,0
LOC_Os08g15258,0,106,47.5,0
LOC_Os08g15268,31,52.022,55.5,30
LOC_Os08g15270,0,0,0,0
LOC_Os08g15272,0,0,0,0
LOC_Os08g15280,0,0,0,0
LOC_Os08g15288,170.647,86.643,296.5,228.817
LOC_Os08g15290,0,0,0,0
LOC_Os08g15292,0,0,0,0
LOC_Os08g15296,19994,16262,21680,18447
LOC_Os08g15300,0,0,0,0
LOC_Os08g15306,0,0,0,0
LOC_Os08g15308,0,27.753,0,0
LOC_Os08g15310,0,0,0,0
LOC_Os08g15312,53.588,8.419,21.826,49.638
LOC_Os08g15320,0,0,0,0
LOC_Os08g15322,519,589,416,296
LOC_Os08g15330,0,0,0,0
LOC_Os08g15340,0,0,0,0
LOC_Os08g15350,0,0,0,0
LOC_Os08g15360,0,0,0,0
LOC_Os08g15370,0,0,0,0
LOC_Os08g15380,0,0,0,0
LOC_Os08g15390,0,0,0,0
LOC_Os08g15400,0,0,0,0
LOC_Os08g15410,0,0,0,0
LOC_Os08g15420,0,0,0,0
LOC_Os08g15430,0,0,0,0
LOC_Os08g15440,0,0,0,0
LOC_Os08g15444,244,217.868,217,430.99
LOC_Os08g15450,0,0,0,0
LOC_Os08g15460,46,1,86,46
LOC_Os08g15480,0,0,0,0
LOC_Os08g15490,0,0,0,0
LOC_Os08g15500,228,285,102,81
LOC_Os08g15505,0,0,0,0
LOC_Os08g15510,0,0,0,0
LOC_Os08g15530,0,0,0,0
LOC_Os08g15540,0,0,0,0
LOC_Os08g15545,0,0,0,0
LOC_Os08g15550,0,0,0,0
LOC_Os08g15560,0,0,0,0
LOC_Os08g15570,0,0,0,0
LOC_Os08g15580,0,0,0,0
LOC_Os08g15590,0,0,0,0
LOC_Os08g15600,0,0,0,0
LOC_Os08g15610,0,0,0,0
LOC_Os08g15620,0,0,0,0
LOC_Os08g15630,0,0,0,0
LOC_Os08g15650,320,203,114,250
LOC_Os08g15660,0,0,0,0
LOC_Os08g15670,0,0,0,0
LOC_Os08g15680,0,0,0,0
LOC_Os08g15690,0,0,0,0
LOC_Os08g15700,0,0,0,0
LOC_Os08g15710,0,0,0,0
LOC_Os08g15720,0,0,0,0
LOC_Os08g15730,0,0,0,0
LOC_Os08g15740,0,0,0,0
LOC_Os08g15750,0,0,0,0
LOC_Os08g15760,0,0,0,0
LOC_Os08g15770,0,0,0,0
LOC_Os08g15780,0,0,0,0
LOC_Os08g15790,0,0,0,0
LOC_Os08g15800,0,0,0,0
LOC_Os08g15810,0,0,0,0
LOC_Os08g15820,0,0,0,0
LOC_Os08g15830,3,0,37.992,10
LOC_Os08g15840,410,171,134,139
LOC_Os08g15860,0,0,0,0
LOC_Os08g15870,0,0,0,0
LOC_Os08g15880,0,0,0,0
LOC_Os08g15890,0,0,0,0
LOC_Os08g15900,0,0,0,0
LOC_Os08g15910,0,0,0,0
LOC_Os08g15920,21,4,0,0
LOC_Os08g15930,0,0,0,0
LOC_Os08g15940,0,0,0,0
LOC_Os08g15950,0,0,0,0
LOC_Os08g15960,0,0,0,0
LOC_Os08g15970,0,0,0,0
LOC_Os08g15980,0,0,0,0
LOC_Os08g15990,0,0,0,0
LOC_Os08g16000,0,0,0,0
LOC_Os08g16010,35,13,25,90
LOC_Os08g16020,0,0,0,0
LOC_Os08g16030,0,0,0,0
LOC_Os08g16040,0,0,0,0
LOC_Os08g16050,0,0,0,0
LOC_Os08g16060,0,0,0,0
LOC_Os08g16070,0,0,0,0
LOC_Os08g16080,0,0,0,0
LOC_Os08g16090,0,0,0,0
LOC_Os08g16100,0,0,0,0
LOC_Os08g16110,0,0,0,0
LOC_Os08g16120,0,1,0,0
LOC_Os08g16130,126,102,52,184
LOC_Os08g16140,0,0,0,0
LOC_Os08g16150,0,0,0,0
LOC_Os08g16160,0,0,0,0
LOC_Os08g16170,0,0,0,0
LOC_Os08g16180,1,0,0,0
LOC_Os08g16190,0,0,0,0
LOC_Os08g16200,0,0,0,0
LOC_Os08g16210,0,3,0,0
LOC_Os08g16220,0,0,0,0
LOC_Os08g16230,0,0,0,0
LOC_Os08g16240,0,0,0,0
LOC_Os08g16250,0,0,0,0
LOC_Os08g16255,0,21,0,0
LOC_Os08g16260,0,0,0,0
LOC_Os08g16270,0,0,0,0
LOC_Os08g16280,0,0,0,0
LOC_Os08g16290,0,0,0,0
LOC_Os08g16300,0,0,0,0
LOC_Os08g16310,0,0,0,0
LOC_Os08g16320,0,0,0,0
LOC_Os08g16330,0,0,0,0
LOC_Os08g16340,0,0,0,0
LOC_Os08g16350,46,172,237,21
LOC_Os08g16359,0,0,0,0
LOC_Os08g16370,0,0,0,0
LOC_Os08g16380,0,1,0,0
LOC_Os08g16390,0,0,0,0
LOC_Os08g16400,0,0,0,0
LOC_Os08g16410,0,0,0,0
LOC_Os08g16420,0,0,0,0
LOC_Os08g16430,0,0,0,0
LOC_Os08g16440,0,0,0,0
LOC_Os08g16450,0,0,0,0
LOC_Os08g16460,0,0,0,0
LOC_Os08g16470,0,0,0,0
LOC_Os08g16480,559,522,300,717
LOC_Os08g16490,0,0,0,0
LOC_Os08g16500,0,0,0,0
LOC_Os08g16510,0,0,0,0
LOC_Os08g16520,0,0,0,0
LOC_Os08g16530,0,0,0,0
LOC_Os08g16540,0,0,0,0
LOC_Os08g16550,0,0,0,0
LOC_Os08g16559,626,647,422,408
LOC_Os08g16570,293,297,313,190
LOC_Os08g16580,0,0,0,0
LOC_Os08g16590,0,0,0,0
LOC_Os08g16600,344,257,209,401
LOC_Os08g16610,0,0,0,0
LOC_Os08g16620,0,0,0,0
LOC_Os08g16630,0,0,0,0
LOC_Os08g16640,0,0,0,0
LOC_Os08g16660,0,0,0,0
LOC_Os08g16670,9,0,8,77
LOC_Os08g16680,0,0,0,0
LOC_Os08g16690,0,0,0,0
LOC_Os08g16700,0,0,0,0
LOC_Os08g16710,0,0,0,0
LOC_Os08g16720,0,0,0,0
LOC_Os08g16730,0,0,0,0
LOC_Os08g16740,0,0,0,0
LOC_Os08g16750,0,0,0,0
LOC_Os08g16760,0,0,0,0
LOC_Os08g16770,0,0,0,0
LOC_Os08g16780,135,174,91,115
LOC_Os08g16790,0,0,0,0
LOC_Os08g16800,0,0,0,0
LOC_Os08g16810,548,541,629,656
LOC_Os08g16820,117,88,0,56
LOC_Os08g16830,616,790,371,870
LOC_Os08g16840,537,539,833,543
LOC_Os08g16850,0,0,0,0
LOC_Os08g16860,0,0,0,0
LOC_Os08g16870,0,0,0,0
LOC_Os08g16880,59,0,122,64
LOC_Os08g16900,0,0,0,0
LOC_Os08g16910,0,0,8,0
LOC_Os08g16914,150,119,214,131
LOC_Os08g16920,0,0,0,0
LOC_Os08g16930,429,343,438,584
LOC_Os08g16940,1,0,0,0
LOC_Os08g16950,0,0,0,0
LOC_Os08g16960,0,0,0,0
LOC_Os08g16970,0,0,0,0
LOC_Os08g16980,0,0,0,0
LOC_Os08g16990,70.933,145.714,55.284,309.161
LOC_Os08g17000,70,65,148,51
LOC_Os08g17010,0,0,0,0
LOC_Os08g17020,0,0,0,0
LOC_Os08g17030,0,0,0,0
LOC_Os08g17040,0,0,0,0
LOC_Os08g17050,0,0,0,0
LOC_Os08g17060,117,118,110,157
LOC_Os08g17070,0,0,0,0
LOC_Os08g17080,19,70,29,0
LOC_Os08g17090,0,0,0,94
LOC_Os08g17100,0,0,0,0
LOC_Os08g17110,0,0,0,0
LOC_Os08g17120,0,0,0,0
LOC_Os08g17130,0,0,0,0
LOC_Os08g17140,0,0,0,0
LOC_Os08g17150,0,0,0,0
LOC_Os08g17160,0,0,0,0
LOC_Os08g17170,0,0,0,0
LOC_Os08g17180,0,0,0,0
LOC_Os08g17210,0,0,0,0
LOC_Os08g17220,0,0,0,0
LOC_Os08g17230,0,0,0,0
LOC_Os08g17240,0,0,0,0
LOC_Os08g17250,0,0,0,0
LOC_Os08g17259,0,0,0,0
LOC_Os08g17270,0,0,0,0
LOC_Os08g17294,209,244,461,267
LOC_Os08g17320,73,0,26,0
LOC_Os08g17330,0,0,0,0
LOC_Os08g17340,0,0,0,0
LOC_Os08g17350,0,0,0,0
LOC_Os08g17360,0,0,0,0
LOC_Os08g17370,34,299,31,57
LOC_Os08g17380,0,0,0,0
LOC_Os08g17390,18,64,0,86.186
LOC_Os08g17400,438,404,441,375.814
LOC_Os08g17410,12,93,16,197
LOC_Os08g17420,0,0,0,0
LOC_Os08g17430,0,0,0,0
LOC_Os08g17440,0,0,0,0
LOC_Os08g17450,0,0,0,0
LOC_Os08g17460,0,0,0,0
LOC_Os08g17470,0,0,0,0
LOC_Os08g17480,0,43,0,0
LOC_Os08g17490,0,0,0,0
LOC_Os08g17500,0,0,0,0
LOC_Os08g17510,0,0,0,0
LOC_Os08g17520,0,0,0,0
LOC_Os08g17530,0,0,0,0
LOC_Os08g17540,0,0,0,0
LOC_Os08g17550,0,0,0,0
LOC_Os08g17560,0,0,0,0
LOC_Os08g17570,0,0,0,0
LOC_Os08g17580,0,0,0,0
LOC_Os08g17600,1918,1941,1849,1666
LOC_Os08g17610,83,0,97,106
LOC_Os08g17620,0,0,0,0
LOC_Os08g17630,0,0,0,0
LOC_Os08g17640,0,0,0,0
LOC_Os08g17650,116,155,31,166
LOC_Os08g17655,85.984,39,90,38
LOC_Os08g17670,0,0,19,0
LOC_Os08g17680,109,90,92,108
LOC_Os08g17690,0,0,0,0
LOC_Os08g17700,133.18,165.598,128.451,0
LOC_Os08g17710,0,0,0,0
LOC_Os08g17720,0,0,0,0
LOC_Os08g17730,0,0,0,0
LOC_Os08g17740,0,0,0,0
LOC_Os08g17750,1.261,18.089,18.838,0
LOC_Os08g17760,0,0,0,0
LOC_Os08g17770,0,0,0,0
LOC_Os08g17784,0,0,0,2
LOC_Os08g17800,0,0,0,0
LOC_Os08g17810,0,0,0,0
LOC_Os08g17820,47,31,0,60
LOC_Os08g17830,0,0,0,0
LOC_Os08g17850,0,0,0,0
LOC_Os08g17860,0,0,0,0
LOC_Os08g17870,0,0,0,0
LOC_Os08g17880,0,0,0,0
LOC_Os08g17890,0,0,0,0
LOC_Os08g17900,0,0,0,0
LOC_Os08g17910,0,0,0,0
LOC_Os08g17920,0,0,0,0
LOC_Os08g17930,0,0,0,0
LOC_Os08g17940,0,0,0,0
LOC_Os08g17950,0,0,0,0
LOC_Os08g17960,0,0,0,0
LOC_Os08g17970,0,0,0,0
LOC_Os08g17980,0,0,0,0
LOC_Os08g17990,0,0,0,0
LOC_Os08g18000,0,0,0,0
LOC_Os08g18030,0,0,0,0
LOC_Os08g18044,453,672,355,823
LOC_Os08g18060,0,0,0,0
LOC_Os08g18070,0,0,0,0
LOC_Os08g18079,1,67.001,137.999,23
LOC_Os08g18090,0,0,0,0
LOC_Os08g18100,0,0,0,0
LOC_Os08g18110,2416,2165,2034,2854
LOC_Os08g18120,0,0,0,0
LOC_Os08g18130,0,0,28,0
LOC_Os08g18140,1,7,0,0
LOC_Os08g18150,29,3,0,0
LOC_Os08g18170,0,0,0,0
LOC_Os08g18180,0,0,0,0
LOC_Os08g18190,0,0,0,0
LOC_Os08g18200,0,0,0,0
LOC_Os08g18210,0,0,0,0
LOC_Os08g18220,0,0,0,0
LOC_Os08g18720,0,0,0,0
LOC_Os08g18730,85.33,95.535,149.367,0
LOC_Os08g18740,0,0,0,0
LOC_Os08g18750,0,0,0,0
LOC_Os08g18760,0,0,0,0
LOC_Os08g18770,0,0,0,0
LOC_Os08g18780,0,0,0,0
LOC_Os08g18790,0,0,0,0
LOC_Os08g18800,0,0,0,0
LOC_Os08g18810,0,0,0,0
LOC_Os08g18820,98.308,0,0,0
LOC_Os08g18830,0,0,0,0
LOC_Os08g18840,0,0,0,0
LOC_Os08g18850,1,0,0,0
LOC_Os08g18860,0,0,0,0
LOC_Os08g18870,0,0,0,0
LOC_Os08g18880,0,0,0,0
LOC_Os08g18890,0,0,0,0
LOC_Os08g18894,0,0,36,0
LOC_Os08g18900,0,0,0,0
LOC_Os08g18910,0,0,0,0
LOC_Os08g18920,0,0,57,81
LOC_Os08g18930,0,0,0,0
LOC_Os08g18940,0,0,0,0
LOC_Os08g18950,0,0,0,0
LOC_Os08g18960,0,0,0,0
LOC_Os08g18970,0,0,0,0
LOC_Os08g18974,0,0,0,0
LOC_Os08g18980,0,0,0,0
LOC_Os08g18990,0,0,0,0
LOC_Os08g19000,0,0,0,0
LOC_Os08g19010,0,0,0,0
LOC_Os08g19020,0,0,0,0
LOC_Os08g19030,0,0,0,0
LOC_Os08g19040,0,0,0,0
LOC_Os08g19050,0,0,0,0
LOC_Os08g19060,0,0,0,0
LOC_Os08g19070,0,0,0,0
LOC_Os08g19080,0,0,0,0
LOC_Os08g19100,0,0,0,0
LOC_Os08g19105,60,18,0,75
LOC_Os08g19110,0,0,0,0
LOC_Os08g19114,1012,850,730,847
LOC_Os08g19120,0,0,0,0
LOC_Os08g19130,0,0,0,0
LOC_Os08g19140,315,92,79,58
LOC_Os08g19150,0,0,0,0
LOC_Os08g19160,0,0,0,0
LOC_Os08g19170,514,312,414,355
LOC_Os08g19180,0,0,0,0
LOC_Os08g19190,0,0,0,0
LOC_Os08g19200,0,0,0,0
LOC_Os08g19210,84,327,138,431
LOC_Os08g19220,0,0,0,0
LOC_Os08g19230,0,0,0,0
LOC_Os08g19240,0,0,0,0
LOC_Os08g19250,0,0,0,0
LOC_Os08g19260,0,17,0,0
LOC_Os08g19270,0,0,0,0
LOC_Os08g19280,0,0,0,0
LOC_Os08g19290,0,0,0,0
LOC_Os08g19300,0,0,0,0
LOC_Os08g19310,24,0,0,0
LOC_Os08g19320,173,241,78,213
LOC_Os08g19330,0,0,0,0
LOC_Os08g19340,0,0,0,0
LOC_Os08g19350,0,0,0,0
LOC_Os08g19360,0,0,0,0
LOC_Os08g19370,555,530,539,645
LOC_Os08g19374,92,127,67,104
LOC_Os08g19380,0,0,0,0
LOC_Os08g19390,0,0,0,0
LOC_Os08g19400,0,0,0,0
LOC_Os08g19410,0,0,0,0
LOC_Os08g19420,0,0,0,0
LOC_Os08g19440,0,0,0,0
LOC_Os08g19450,0,0,0,0
LOC_Os08g19460,0,0,0,0
LOC_Os08g19470,0,0,0,0
LOC_Os08g19480,0,0,0,0
LOC_Os08g19490,0,0,0,0
LOC_Os08g19500,0,0,0,0
LOC_Os08g19510,0,0,0,0
LOC_Os08g19520,0,0,0,0
LOC_Os08g19530,0,0,0,0
LOC_Os08g19540,0,0,0,0
LOC_Os08g19550,0,0,0,0
LOC_Os08g19570,0,0,0,0
LOC_Os08g19590,363,358,509,594
LOC_Os08g19600,0,0,0,0
LOC_Os08g19610,360,281,172,210
LOC_Os08g19620,0,0,0,0
LOC_Os08g19630,0,0,0,0
LOC_Os08g19640,0,0,0,0
LOC_Os08g19650,929,1178,987,1072
LOC_Os08g19660,0,0,0,0
LOC_Os08g19670,29,0,55,53
LOC_Os08g19680,0,0,0,0
LOC_Os08g19694,20,0,0,81
LOC_Os08g19710,0,0,0,0
LOC_Os08g19720,0,0,0,0
LOC_Os08g19730,0,0,0,0
LOC_Os08g19740,0,0,0,0
LOC_Os08g19750,0,0,0,0
LOC_Os08g19760,0,0,0,0
LOC_Os08g19770,0,0,0,0
LOC_Os08g19780,0,0,0,0
LOC_Os08g19790,0,0,0,0
LOC_Os08g19800,0,0,0,0
LOC_Os08g19810,0,0,0,0
LOC_Os08g19820,0,0,0,0
LOC_Os08g19830,375,318,110,522
LOC_Os08g19840,0,0,0,0
LOC_Os08g19850,222,279,204,176
LOC_Os08g19860,0,0,0,0
LOC_Os08g19870,0,0,0,0
LOC_Os08g19880,0,0,0,0
LOC_Os08g19890,0,0,0,0
LOC_Os08g19910,0,0,0,0
LOC_Os08g19920,0,0,0,0
LOC_Os08g19930,0,0,0,0
LOC_Os08g19940,0,0,0,0
LOC_Os08g19950,0,0,0,0
LOC_Os08g19960,0,0,0,0
LOC_Os08g19970,0,0,0,0
LOC_Os08g19980,38,172,13,92
LOC_Os08g19990,0,0,0,0
LOC_Os08g20000,225,68,107,232
LOC_Os08g20010,0,0,0,0
LOC_Os08g20020,596,851,1153,608
LOC_Os08g20030,0,0,0,0
LOC_Os08g20040,0,0,0,0
LOC_Os08g20050,0,0,0,0
LOC_Os08g20060,0,0,0,0
LOC_Os08g20070,0,0,0,0
LOC_Os08g20080,0,0,0,0
LOC_Os08g20090,44,63,12,178
LOC_Os08g20100,0,0,0,0
LOC_Os08g20110,0,0,0,0
LOC_Os08g20120,0,0,0,0
LOC_Os08g20130,0,0,0,0
LOC_Os08g20140,0,0,0,0
LOC_Os08g20150,0,0,0,0
LOC_Os08g20160,0,0,0,0
LOC_Os08g20170,0,0,0,0
LOC_Os08g20180,0,0,0,0
LOC_Os08g20190,0,0,0,0
LOC_Os08g20200,0,0,0,0
LOC_Os08g20210,0,0,0,0
LOC_Os08g20220,0,0,0,0
LOC_Os08g20230,0,0,0,0
LOC_Os08g20250,0,0,0,0
LOC_Os08g20260,0,0,0,0
LOC_Os08g20270,1273,1320,1119,1109
LOC_Os08g20280,0,0,0,0
LOC_Os08g20290,0,0,0,0
LOC_Os08g20300,0,0,0,0
LOC_Os08g20310,0,0,0,0
LOC_Os08g20320,0,0,0,0
LOC_Os08g20330,0,0,0,0
LOC_Os08g20350,0,0,0,0
LOC_Os08g20359,0,0,0,0
LOC_Os08g20370,0,0,0,0
LOC_Os08g20379,0,0,0,0
LOC_Os08g20390,0,0,0,0
LOC_Os08g20400,252,193,295,187
LOC_Os08g20410,0,0,0,0
LOC_Os08g20420,0,0,0,0
LOC_Os08g20440,0,0,0,0
LOC_Os08g20470,0,0,0,0
LOC_Os08g20480,0,0,0,0
LOC_Os08g20486,40,0,0,0
LOC_Os08g20492,0,0,0,0
LOC_Os08g20500,0,0,0,0
LOC_Os08g20544,471,778,382,648
LOC_Os08g20570,516,659,401,788
LOC_Os08g20580,0,0,0,0
LOC_Os08g20590,0,0,0,0
LOC_Os08g20610,0,0,0,0
LOC_Os08g20620,0,0,0,0
LOC_Os08g20630,0,0,0,0
LOC_Os08g20636,108,1,16,19
LOC_Os08g20644,36,0,0,0
LOC_Os08g20660,2350,1779,1344,2009
LOC_Os08g20670,0,0,0,0
LOC_Os08g20680,114,160,331,122
LOC_Os08g20690,0,0,0,0
LOC_Os08g20700,0,0,0,0
LOC_Os08g20720,0,0,0,0
LOC_Os08g20730,0,0,0,0
LOC_Os08g20740,0,0,0,0
LOC_Os08g20750,0,0,0,0
LOC_Os08g20760,0,0,0,0
LOC_Os08g20770,0,0,0,0
LOC_Os08g20780,0,0,0,0
LOC_Os08g20790,0,0,0,0
LOC_Os08g20800,0,0,0,0
LOC_Os08g20820,0,0,0,0
LOC_Os08g20830,0,0,0,0
LOC_Os08g20840,0,0,0,0
LOC_Os08g20849,0,0,0,0
LOC_Os08g20870,0,0,0,0
LOC_Os08g20885,0,0,2.774,0
LOC_Os08g20922,0,0,0,0
LOC_Os08g20937,0,0,0,0
LOC_Os08g20952,0,0,0,0
LOC_Os08g20967,0,0,0,0
LOC_Os08g20982,0,0,0,0
LOC_Os08g21000,0,0,0,0
LOC_Os08g21020,0,0,0,0
LOC_Os08g21030,0,0,0,0
LOC_Os08g21050,0,0,0,0
LOC_Os08g21060,0,0,0,0
LOC_Os08g21080,0,0,0,0
LOC_Os08g21100,0,0,0,0
LOC_Os08g21110,0,0,0,0
LOC_Os08g21124,0,0,0,0
LOC_Os08g21140,0,0,0,0
LOC_Os08g21170,0,0,0,0
LOC_Os08g21180,0,0,0,0
LOC_Os08g21190,0,0,0,0
LOC_Os08g21200,0,0,0,0
LOC_Os08g21210,0,0,0,0
LOC_Os08g21220,0,0,0,0
LOC_Os08g21230,0,0,0,0
LOC_Os08g21240,0,0,0,0
LOC_Os08g21250,0,0,0,0
LOC_Os08g21260,0,0,0,0
LOC_Os08g21280,0,0,0,0
LOC_Os08g21290,0,0,0,0
LOC_Os08g21300,0,0,0,0
LOC_Os08g21320,0,0,0,0
LOC_Os08g21330,8,138,110,112
LOC_Os08g21350,353,218,279,228
LOC_Os08g21360,0,0,0,0
LOC_Os08g21370,0,0,0,0
LOC_Os08g21380,0,0,0,0
LOC_Os08g21390,0,0,0,0
LOC_Os08g21400,0,0,0,0
LOC_Os08g21410,0,0,0,0
LOC_Os08g21420,0,0,0,0
LOC_Os08g21434,0,0,0,0
LOC_Os08g21450,0,0,0,0
LOC_Os08g21460,0,0,0,0
LOC_Os08g21470,0,0,0,0
LOC_Os08g21474,0,0,0,0
LOC_Os08g21480,0,0,0,0
LOC_Os08g21490,0,0,0,0
LOC_Os08g21500,0,0,0,0
LOC_Os08g21520,0,0,0,0
LOC_Os08g21530,0,0,0,0
LOC_Os08g21541,88.401,21.521,35,118.019
LOC_Os08g21554,0,0,0,0
LOC_Os08g21561,0,0,78,0
LOC_Os08g21570,60.677,3.003,44.088,0
LOC_Os08g21590,97,30,159,101
LOC_Os08g21630,0,0,0,0
LOC_Os08g21650,0,0,0,0
LOC_Os08g21654,0,0,0,0
LOC_Os08g21660,282,296,559.988,301
LOC_Os08g21670,0,0,0,0
LOC_Os08g21680,0,0,0,0
LOC_Os08g21690,0,0,0,0
LOC_Os08g21695,0,0,0,0
LOC_Os08g21700,63,7,81,73
LOC_Os08g21710,0,0,0,0
LOC_Os08g21720,0,0,0,0
LOC_Os08g21740,0,0,0,0
LOC_Os08g21760,678,370,228,475
LOC_Os08g21770,0,0,0,0
LOC_Os08g21780,0,0,0,0
LOC_Os08g21790,0,0,0,0
LOC_Os08g21800,0,0,0,0
LOC_Os08g21804,0,0,0,0
LOC_Os08g21810,0,0,0,0
LOC_Os08g21820,0,0,0,0
LOC_Os08g21830,0,0,0,0
LOC_Os08g21840,58,143,43,129
LOC_Os08g21849,0,0,0,0
LOC_Os08g21860,0,0,0,0
LOC_Os08g21869,0,0,0,0
LOC_Os08g21879,41,173.063,106.987,111.638
LOC_Os08g21890,0,0,0,0
LOC_Os08g21900,42,0,0,0
LOC_Os08g21920,0,0,0,0
LOC_Os08g21930,0,0,0,0
LOC_Os08g21940,0,0,0,0
LOC_Os08g21950,0,0,0,0
LOC_Os08g21960,0,0,0,0
LOC_Os08g21970,0,0,0,0
LOC_Os08g21980,0,0,0,0
LOC_Os08g21990,0,0,0,0
LOC_Os08g22004,0,0,60.262,0
LOC_Os08g22006,0,0,0,0
LOC_Os08g22008,0,0,21.788,0
LOC_Os08g22012,0,0,0,0
LOC_Os08g22014,0,0,0,0
LOC_Os08g22016,0,0,0,0
LOC_Os08g22018,0,0,0,0
LOC_Os08g22020,0,0,0,0
LOC_Os08g22024,0,0,0,0
LOC_Os08g22026,0,0,0,0
LOC_Os08g22028,0,0,0,0
LOC_Os08g22030,0,0,0,0
LOC_Os08g22032,0,0,0,0
LOC_Os08g22034,0,0,0,0
LOC_Os08g22036,0,0,0,0
LOC_Os08g22054,0,0,0,0
LOC_Os08g22060,0,0,0,0
LOC_Os08g22080,0,0,0,0
LOC_Os08g22100,0,0,0,0
LOC_Os08g22110,0,0,0,0
LOC_Os08g22130,0,0,0,0
LOC_Os08g22149,310,203,197,148
LOC_Os08g22170,0,0,0,0
LOC_Os08g22180,0,0,0,0
LOC_Os08g22190,0,0,0,0
LOC_Os08g22200,248,302,141,103
LOC_Os08g22210,0,0,0,0
LOC_Os08g22250,0,0,0,0
LOC_Os08g22260,0,0,0,0
LOC_Os08g22270,0,0,0,0
LOC_Os08g22284,0,0,0,0
LOC_Os08g22300,0,0,0,0
LOC_Os08g22310,0,0,0,0
LOC_Os08g22320,0,0,0,0
LOC_Os08g22330,0,0,0,0
