ILEts_M,"Amino acid transporter (ile-L), plastidic",h_c0 + ile-L_c0 <=> h_s0 + ile-L_s0,{},,,,
LEUts_M,"Amino acid transporter (leu-L), plastidic",h_c0 + leu-L_c0 <=> h_s0 + leu-L_s0,{},,,,
LYSts_M,"Amino acid transporter (lys-L), plastidic",h_s0 + lys-L_s0 <=> h_c0 + lys-L_c0,{},,,,
METts_M,"Amino acid transporter (met-L), plastidic",h_s0 + met-L_s0 <=> h_c0 + met-L_c0,{},,,,
PHEts_M,"phenylalanine transport, plastidic",phe-L_c0 <=> phe-L_s0,{},,,,
PROts_M,"Amino acid transporter (pro-L), plastidic",h_s0 + pro-L_s0 <=> h_c0 + pro-L_c0,{},,,,
SERts_M,"Amino acid transporter (ser-L), plastidic",h_c0 + ser-L_c0 <=> h_s0 + ser-L_s0,{},,,,
THRts_M,"Amino acid transporter (thr-L), plastidic",h_c0 + thr-L_c0 <=> h_s0 + thr-L_s0,{},,,,
TRPts_M,"Tryptophan permease, plastidic",h_c0 + trp-L_c0 <=> h_s0 + trp-L_s0,{},,,,
TYRts_M,"Tyrosine permease, plastidic",h_c0 + tyr-L_c0 <=> h_s0 + tyr-L_s0,{},,,,
VALts_M,"Amino acid transporter (val-L), plastidic",h_c0 + val-L_c0 <=> h_s0 + val-L_s0,{},,,,
THFts_M,"Tetrahydrofolate transport, diffusion, plastidic",thf_s0 <=> thf_c0,{},,,,
G1P(pi)ts_M,"Glucose 1-phosphate:pi antiporter, plastidic",g1p_c0 + pi_s0 <=> g1p_s0 + pi_c0,{},,,,
DHAP(pi)tsr_M,Dihydroxyacetone phosphate transport via triose-phosphate translocator (from plastidic),dhap_c0 + pi_s0 <=> dhap_s0 + pi_c0,{},,,,
3PG(pi)tsr_M,3-Phospho-D-glycerate transport via triose phosphate translocator (from plastidic),3pg_c0 + pi_s0 <=> 3pg_s0 + pi_c0,{},,,,
ATP2ts_M,"AMP transporter, plastidic",amp_c0 <=> amp_s0,{},,,,
H2Ots_M,"H2O transport, plastidic",h2o_c0 <=> h2o_s0,{},,,,
CO2ts_M,CO2 plastidic transport,co2_c0 <=> co2_s0,{},,,,
H2Sts_M,H2S plastidic transport,h2s_c0 <=> h2s_s0,"{'charge': -1.0, 'H': -1.0}",model.reaction.H2Sts.add_metabolite({‘h_s’:1}),Moving from protonating environment to non-protonating environment,,
TCP32_M,Glutamate/Glutamine transporter,gln-L_s0 + glu-L_c0 --> gln-L_c0 + glu-L_s0,{},,,,
NH4ts_M,"ammonia transport, plastidic",nh4_c0 <=> nh4_s0,{},,,,
O2tsr_M,"O2 transport (diffusion), plastidic",o2_c0 <=> o2_s0,{},,,,
Pits_M,"phosphate transporter, plastidic",h_c0 + pi_c0 <=> h_s0 + pi_s0,{},,,,
NO2ts_M,"nitrite transport, plastidic",no2_c0 --> no2_s0,{},,,,
HCYSts_M,"homocysteine transport, chloropalst",hcys-L_s0 <=> hcys-L_c0,{},,,,
ATPts_M,"ADP/ATP transporter, plastidic",adp_c0 + atp_s0 + h_c0 --> adp_s0 + atp_c0 + h_s0,{},,,,
GLYCRts_M,"Glycolate/Glycerate transport, plastidic",glyc-R_c0 + 2.0 glyclt_s0 <=> glyc-R_s0 + 2.0 glyclt_c0,{},,,,
MALFUMts_M,"Malate/Fumarate transport, plastidic",fum_c0 + mal-L_s0 <=> fum_s0 + mal-L_c0,{},,,,
MALOAAts_M,"Oxaloacetate/Malate transport, plastidic",mal-L_s0 + oaa_c0 --> mal-L_c0 + oaa_s0,{},,,,
MALAKGts_M,"alpha-Ketoglutarate/Malate transport, plastidic",akg_c0 + mal-L_s0 --> akg_s0 + mal-L_c0,{},,,,
MALGLUts_M,"Glutamate/Malate transport, plastidic",glu-L_s0 + mal-L_c0 --> glu-L_c0 + mal-L_s0,{},,,,
IPDPts_M,"Isopentenyl diphosphate transport, plastidic",ipdp_c0 <=> ipdp_s0,{},,,,
EKAURts_M,"ent-kaurene transport, plastidic",ekaur_s0 --> ekaur_c0,{},,,,
UTPUMPts_M,UMP transporter,ump_s0 <=> ump_c0,{},,,,
PPHNts_M,"prephenate transport, plastidic",pphn_c0 <=> pphn_s0,{},,,,
4ABUTts_M,"Gamma-aminobutyric acid permease, plastidic",4abut_c0 + h_c0 <=> 4abut_s0 + h_s0,{},,,,
GLU4ABUTtsi_M,"Glutamate:gamma-aminobutyrate antiporter, plastidic, irreversible",4abut_c0 + glu-L_s0 --> 4abut_s0 + glu-L_c0,{},,,,
GLYC3Pts_M,glycerol 3-phosphate transport (plastid),glyc3p_s0 <=> glyc3p_c0,{},,,,
GLYCts_M,"Glycerol:H+ symporter, plastidic",glyc_c0 + h_c0 <=> glyc_s0 + h_s0,{},,,,
CTPts_M,"CDP/CTP transporter, plastidic",cdp_c0 + ctp_s0 + h_c0 <=> cdp_s0 + ctp_c0 + h_s0,{},,,,
UTPts_M,"UDP/UTP transporter, plastidic",h_c0 + udp_c0 + utp_s0 <=> h_s0 + udp_s0 + utp_c0,{},,,,
HCO3(h)tsi_M,"hco3 transport, plastid",h_c0 + hco3_c0 --> h_s0 + hco3_s0,{},,,,
HGENTISts_M,homogentisate transport,hgentis_c0 <=> hgentis_s0,{},,,,
MG2ts_M,"Divalent cation (Mg2+) transport system, plastid",mg2_c0 <=> mg2_s0,{},,,,
METHFts_M,"5,10-Methenyltetrahydrofolate uptake carrier, plastid",h_c0 + methf_c0 <=> h_s0 + methf_s0,{},,,,
NA1ATPases_M,"Na+-translocating F-type ATPase, plastid",atp_s0 + h2o_s0 + na1_s0 --> adp_s0 + h_s0 + na1_c0 + pi_s0,{},,,,
PYRts_M,"pyruvate transport by free diffusion, plastid",pyr_c0 <=> pyr_s0,{},,,,
NA1Hts_M,"Na+/H+ antiporter, plastid",h_s0 + na1_c0 <=> h_c0 + na1_s0,{},,,,
SO3t_M,"sulfite tranport, plastid",hso3_c0 <=> hso3_s0,{},,,,
FA140s_M,"fatty acid transport (14:0), plastidic",ttdca_s0 <=> ttdca_c0,{},,,,
FA160s_M,"fatty acid transport (16:0), plastidic",hdca_s0 <=> hdca_c0,{},,,,
FA161s_M,"fatty acid transport (16:1), plastidic",hdcea_s0 <=> hdcea_c0,{},,,,
FA180s_M,"fatty acid transport (18:0), plastidic",ocdca_s0 <=> ocdca_c0,{},,,,
FA181s_M,"fatty acid transport (18:1), plastidic",ocdcea_s0 <=> ocdcea_c0,{},,,,
FA182s_M,"fatty acid transport (18:2), plastidic",ocdcya_s0 <=> ocdcya_c0,{},,,,
FA183s_M,"fatty acid transport (18:3), plastidic",lnlnl_s0 <=> lnlnl_c0,{},,,,
ARGSUCts_M,"Argininosuccinate transport, plastid",argsuc_s0 <=> argsuc_c0,{},,,,
ACGLUts_M,"Acetylglutamate transport, plastid",acglu_s0 <=> acglu_c0,{},,,,
AMETt2s_M,"S-Adenosyl-L-methionine reversible transport, plastidic",ahcys_c0 + amet_s0 <=> ahcys_s0 + amet_c0,{},,,,
AC5GSAtr_M,N-Acetyl-L-glutamate 5-semialdehyde transport,acg5sa_c0 <=> acg5sa_s0,{},,,,
ACORNts_M,N2-Acetyl-L-ornithine transport,acorn_c0 <=> acorn_s0,{},,,,
STEMts_M,Stemar-13-ene transport,stem_c0 <=> stem_s0,{},,,,
EIKAURts_M,ent-isokaurene transport,eikaur_c0 <=> eikaur_s0,{},,,,
ECASDts_M,"ent-Cassa-12,15-diene transport",ecasd_c0 <=> ecasd_s0,{},,,,
ESANDts_M,"ent-Sandaracopimara-8(14),15-diene transport",esand_c0 <=> esand_s0,{},,,,
DHZts_M,Dihydrozeatin transport,dhz_c0 <=> dhz_s0,{},,,,
TZTNRts_M,trans-zeatin riboside transport,t-ztnr_c0 <=> t-ztnr_s0,{},,,,
OPDAts_M,"OPDA transport, plastidic",12oxophyt_c0 <=> 12oxophyt_s0,{},,,,
PYRtv_M,pyruvate vacuolar transport,pyr_c0 <=> pyr_v0,{},,,,
SUCRtv_M,sucrsoe vacuolar transport via proton symport,h_c0 + sucr_c0 --> h_v0 + sucr_v0,{},,,,
FRUCtv_M,hexose vacuolar transport via proton symport,fru-B_v0 + h_v0 --> fru-B_c0 + h_c0,{},,,,
GLCAtv_M,hexose vacuolar transport via proton symport,glc-A_v0 + h_v0 --> glc-A_c0 + h_c0,{},,,,
GLCBtv_M,hexose vacuolar transport via proton symport,glc-B_v0 + h_v0 --> glc-B_c0 + h_c0,{},,,,
H2Otv_M,"H2O transport, vacuolar",h2o_c0 <=> h2o_v0,{},,,,
O2tv_M,O2 transport (diffusion),o2_c0 <=> o2_v0,{},,,,
H2O2tv_M,"hydrogen peroxide transport via diffusion, vacuole",h2o2_c0 <=> h2o2_v0,{},,,,
PYRt2v_M,pyruvate vacuolar transport via proton symport,h_c0 + pyr_c0 <=> h_v0 + pyr_v0,{},,,,
FA140COAabcx_M,"fatty acyl-CoA transport via ABC system (14:0), peroxisomal",atp_x0 + h2o_x0 + tdcoa_c0 --> adp_x0 + coa_c0 + h_x0 + pi_x0 + ttdca_x0,"{'charge': -1.0, 'H': 1.0, 'O': 1.0}","model.reactions.FA140COAabcx.add_metabolites({‘h2o_x’:-1,’h_x’:1}",,,
FA160COAabcx_M,"fatty acyl-CoA transport via ABC system (16:0), peroxisomal",atp_x0 + h2o_x0 + pmtcoa_c0 --> adp_x0 + coa_c0 + h_x0 + hdca_x0 + pi_x0,"{'charge': -1.0, 'H': 1.0, 'O': 1.0}","model.reactions.FA160COAabcx.add_metabolites({‘h2o_x’:-1,’h_x’:1}",,,
FA161COAabcx_M,"fatty acyl-CoA transport via ABC system (16:1), peroxisomal",atp_x0 + h2o_x0 + hdcoa_c0 --> adp_x0 + coa_c0 + h_x0 + hdcea_x0 + pi_x0,"{'charge': -1.0, 'H': 1.0, 'O': 1.0}","model.reactions.FA161COAabcx.add_metabolites({‘h2o_x’:-1,’h_x’:1}",,,
FA180COAabcx_M,"fatty acyl-CoA transport via ABC system (18:0), peroxisomal",atp_x0 + h2o_x0 + stcoa_c0 --> adp_x0 + coa_c0 + h_x0 + ocdca_x0 + pi_x0,"{'charge': -1.0, 'H': 1.0, 'O': 1.0}","model.reactions.FA180COAabcx.add_metabolites({‘h2o_x’:-1,’h_x’:1}",,,
FA181COAabcx_M,"fatty acyl-CoA transport via ABC system (18:1), peroxisomal",atp_x0 + h2o_x0 + odecoa_c0 --> adp_x0 + coa_c0 + h_x0 + ocdcea_x0 + pi_x0,"{'charge': -1.0, 'H': 1.0, 'O': 1.0}","model.reactions.FA181COAabcx.add_metabolites({‘h2o_x’:-1,’h_x’:1}",,,
FA182COAabcx_M,"fatty acyl-CoA transport via ABC system (18:2), peroxisomal",atp_x0 + h2o_x0 + ocdycacoa_c0 --> adp_x0 + coa_c0 + h_x0 + ocdcya_x0 + pi_x0,"{'charge': -1.0, 'H': 1.0, 'O': 1.0}","model.reactions.FA182COAabcx.add_metabolites({‘h2o_x’:-1,’h_x’:1}",,,
FA183COAabcx_M,"fatty acyl-CoA transport via ABC system (18:3), peroxisomal",atp_x0 + h2o_x0 + lnlncoa_c0 --> adp_x0 + coa_c0 + h_x0 + lnlnl_x0 + pi_x0,"{'charge': -1.0, 'H': 3.0, 'O': 1.0}","model.reactions.FA183COAabcx.add_metabolites({‘h2o_x’:-1,’h_x’:1}",,,
ATP2tx_M,"AMP/ATP transporter, peroxisomal",amp_x0 + atp_c0 + h_x0 --> amp_c0 + atp_x0 + h_c0,{},,,,
ATPtx_M,"ADP/ATP transporter, peroxisomal",adp_x0 + atp_c0 + h_x0 --> adp_c0 + atp_x0 + h_c0,{},,,,
GLYtx_M,"Amino acid transporter (gly), peroxisomal",gly_c0 + h_c0 <=> gly_x0 + h_x0,{},,,,
SERtx_M,"Amino acid transporter (ser-L), peroxisomal",h_c0 + ser-L_c0 <=> h_x0 + ser-L_x0,{},,,,
GLYCLTtx_M,"glycolate transport, peroxisomal",glyclt_c0 <=> glyclt_x0,{},,,,
MALOAAtx_M,malate/oxaloacetate shuttle,mal-L_x0 + oaa_c0 <=> mal-L_c0 + oaa_x0,{},,,,
H2Otx_M,"H2O transport, peroxisomal",h2o_c0 <=> h2o_x0,{},,,,
CITx_M,"citrate transport, peroxisomal",cit_c0 <=> cit_x0,{},,,,
O2tx_M,"O2 transport, peroxisomal",o2_c0 <=> o2_x0,{},,,,
PItx_M,phosphate peroxisomal transport via proton symport,h_c0 + pi_c0 <=> h_x0 + pi_x0,{},,,,
CITtcx_M,citrate/isocitrate antiport into peroxisome,cit_x0 + icit_c0 <=> cit_c0 + icit_x0,{},,,,
ACtx_M,"acetate transport, peroxisomal",ac_c0 <=> ac_x0,{},,,,
SUCCtx_M,"succinate transporter, peroxisome",succ_c0 <=> succ_x0,{},,,,
ACCOAtx_M,"Acetyl-CoA:CoA antiporter, peroxisomal",accoa_c0 + coa_x0 <=> accoa_x0 + coa_c0,{},,,,
GLXtx_M,"glyoxylate transport, peroxisomal",glx_c0 <=> glx_x0,{},,,,
GLUtx_M,"L-glutamate transport, peroxisome",glu-L_c0 <=> glu-L_x0,{},,,,
AKGtx_M,"alpha-Ketoglutarate transport, peroxisome",akg_c0 <=> akg_x0,{},,,,
GLYCRtx_M,"Glycerate transport, peroxisome",glyc-R_x0 <=> glyc-R_c0,{},,,,
FADH2tx_M,"FADH2 transport, peroxisome",fadh2_c0 <=> fadh2_x0,{},,,,
FADtx_M,"FAD transport by free diffusion, peroxisome",fad_c0 <=> fad_x0,{},,,,
NADPH2tx_M,"NADPH transport, peroxisome",nadph_c0 <=> nadph_x0,{},,,,
NADPtx_M,"NADP transport by free diffusion, peroxisome",nadp_c0 <=> nadp_x0,{},,,,
JAStx_M,"Jasmonate transport, peroxisomal",jas_c0 <=> jas_x0,{},,,,
OPDAtx_M,"OPDA transport, peroxisomal",12oxophyt_c0 <=> 12oxophyt_x0,{},,,,
FA182CoAr_M,"fatty acyl CoA transport (18:2), ER",ocdycacoa_r0 <=> ocdycacoa_c0,{},,,,
FA160r_M,"fatty acid transport (16:0), ER",hdca_r0 <=> hdca_c0,{},,,,
FA161r_M,"fatty acid transport (16:1), ER",hdcea_r0 <=> hdcea_c0,{},,,,
FA180r_M,"fatty acid transport (18:0), ER",ocdca_r0 <=> ocdca_c0,{},,,,
FA181r_M,"fatty acid transport (18:1), ER",ocdcea_r0 <=> ocdcea_c0,{},,,,
FA182r_M,"fatty acid transport (18:2), ER",ocdcya_r0 <=> ocdcya_c0,{},,,,
FA183r_M,"fatty acid transport (18:3), ER",lnlnl_r0 <=> lnlnl_c0,{},,,,
NADPH2tr_M,"NADPH transport, ER",nadph_c0 <=> nadph_r0,{},,,,
NADPtr_M,"NADP transport by free diffusion, ER",nadp_c0 <=> nadp_r0,{},,,,
AMETt2r_M,"S-Adenosyl-L-methionine reversible transport, ER",ahcys_c0 + amet_r0 <=> ahcys_r0 + amet_c0,{},,,,
ATPtr_M,"ADP/ATP transporter, ER",adp_r0 + atp_c0 + h_r0 <=> adp_c0 + atp_r0 + h_c0,{},,,,
ATP2tr_M,"AMP/ATP transporter, ER",amp_r0 + atp_c0 + h_r0 <=> amp_c0 + atp_r0 + h_c0,{},,,,
H2Otr_M,"H2O transport, ER",h2o_c0 <=> h2o_r0,{},,,,
CO2tr_M,"CO2 transport, ER",co2_c0 <=> co2_r0,{},,,,
O2tr_M,"O2 transport, ER",o2_c0 <=> o2_r0,{},,,,
MALCOAtr_M,"Malonyl-CoA transport, ER",malcoa_r0 <=> malcoa_c0,{},,,,
Pitr_M,phosphate ER transport via proton symport,h_c0 + pi_c0 <=> h_r0 + pi_r0,{},,,,
SERtr_M,"Amino acid transporter (ser-L), ER",h_c0 + ser-L_c0 <=> h_r0 + ser-L_r0,{},,,,
COA(h)tr_M,"CoA transport, ER",coa_c0 + h_c0 <=> coa_r0 + h_r0,{},,,,
GLYC3Ptr_M,glycerol 3-phosphate transport (ER),glyc3p_r0 <=> glyc3p_c0,{},,,,
TRIGLYCtr_M,"Triacylglycerol transport, ER",triglyc_os_c0 <=> triglyc_os_r0,{},,,,
CTPtr_M,"CTP transport, ER",ctp_c0 <=> ctp_r0,{},,,,
CMPtr_M,"CMP transport, ER",cmp_c0 <=> cmp_r0,{},,,,
PTD1INOtr_M,"1-Phosphatidyl-D-myo-inositol transport, ER",ptd1ino_os_c0 <=> ptd1ino_os_r0,{},,,,
PEtr_M,"Phosphatidylethanolamine transport, ER",pe_os_c0 <=> pe_os_r0,{},,,,
PStr_M,"Phosphatidylserine transport, ER",ps_os_c0 <=> ps_os_r0,{},,,,
PCtr_M,"Phosphatidylcholine transport, ER",pc_os_c0 <=> pc_os_r0,{},,,,
INOSTtr_M,"Inositol transport, ER",inost_c0 <=> inost_r0,{},,,,
FADH2tr_M,"FADH2 transport, ER",fadh2_c0 <=> fadh2_r0,{},,,,
FADtr_M,"FAD transport by free diffusion, ER",fad_c0 <=> fad_r0,{},,,,
O2tu_M,O2 thylakoid trnasport,o2_u0 --> o2_s0,{'O': 2.0},,,,
H2Otu_M,"H2O transport by passive diffusion, Thylakoid Lumen",h2o_u0 <=> h2o_s0,{},,,,
DM_3-NON(s)_M,Sink needed to allow (3Z)-nonenal to leave system,3-non_s0 --> ,"{'C': -9.0, 'H': -16.0, 'O': -1.0}",,,,
DM_3-NOND(s)_M,"Sink needed to allow (3Z,6Z)-nonadienal to leave system",3-nond_s0 --> ,"{'C': -9.0, 'H': -14.0, 'O': -1.0}",,,,
DM_9-NONAN(s)_M,Sink needed to allow 9-oxo-nonanoate to leave system,9-nonan_s0 --> ,"{'C': -9.0, 'H': -16.0, 'O': -3.0}",,,,
DM_ACT(s)_M,Sink needed to allow acetone to leave system,act_c0 --> ,"{'C': -3.0, 'H': -6.0, 'O': -1.0}",,,,
DM_ADE(s)_M,Sink needed to allow Adenine to leave system,ade_s0 --> ,"{'C': -5.0, 'H': -5.0, 'N': -5.0}",,,,
DM_AFZL(c)_M,Sink needed to allow Afzelechin to leave system,afzl_c0 --> ,"{'C': -15.0, 'H': -14.0, 'O': -5.0}",,,,
DM_APGNNP(c)_M,Sink needed to allow Apigenin 7-O-neohesperidoside to leave system,apgnnp_c0 --> ,"{'C': -27.0, 'H': -30.0, 'O': -14.0}",,,,
DM_AVITE1(s)_M,Sink needed to allow alpha-Tocopherol to leave system,avite1_s0 --> ,"{'C': -29.0, 'H': -50.0, 'O': -2.0}",,,,
DM_BGPTN(c)_M,Sink needed to allow bergapten to leave system,bgptn_c0 --> ,"{'C': -12.0, 'H': -8.0, 'O': -4.0}",,,,
DM_BUTIN(c)_M,Sink needed to allow Butin to leave system,butin_c0 --> ,"{'C': -15.0, 'H': -12.0, 'O': -5.0}",,,,
DM_CADAVERINE(s)_M,Sink needed to allow Cadaverine to leave system,cadaverine_s0 --> ,"{'charge': -2.0, 'C': -5.0, 'H': -16.0, 'N': -2.0}",,,,
DM_CAMP(c)_M,Sink needed to allow cyclic-AMP to leave system,camp_c0 --> ,"{'charge': 1.0, 'C': -10.0, 'H': -11.0, 'N': -5.0, 'O': -6.0, 'P': -1.0}",,,,
DM_CATCN(c)_M,Sink needed to allow D-Catechin to leave system,catcn_c0 --> ,"{'C': -15.0, 'H': -14.0, 'O': -6.0}",,,,
DM_CERDT(r)_M,Sink needed to allow cerotdioate (n-C26:0) to leave system,cerdt_r0 --> ,"{'charge': 2.0, 'C': -26.0, 'H': -48.0, 'O': -4.0}",,,,
DM_CEROOL(r)_M,Sink needed to allow Cerotyl alcohol to leave system,cerool_r0 --> ,"{'C': -26.0, 'H': -54.0, 'O': -1.0}",,,,
DM_CNDM35DG(c)_M,"Sink needed to allow cyanidin-3,5-diglucoside to leave system",cndn35dg_c0 --> ,"{'charge': 1.0, 'C': -27.0, 'H': -30.0, 'O': -16.0}",,,,
DM_COA(c)_M,demand removing excess coa,coa_c0 --> ,"{'charge': 4.0, 'C': -21.0, 'H': -32.0, 'N': -7.0, 'O': -16.0, 'P': -3.0, 'S': -1.0}",,,,
DM_COUMN(c)_M,Sink needed to allow coumarin to leave system,coumn_c0 --> ,"{'C': -9.0, 'H': -6.0, 'O': -2.0}",,,,
DM_COUMOH(c)_M,Sink needed to allow 4-Coumaryl alcohol to leave system,coumoh_c0 --> ,"{'C': -9.0, 'H': -10.0, 'O': -2.0}",,,,
DM_CPP1(s)_M,Sink needed to allow Coproporphyrin I to leave system,cpp1_s0 --> ,"{'charge': 4.0, 'C': -36.0, 'H': -34.0, 'N': -4.0, 'O': -8.0}",,,,
DM_CRPE(c)_M,Sink needed to allow beta-Caryophyllene to leave system,crpe_c0 --> ,"{'C': -15.0, 'H': -24.0}",,,,
DM_DHZ7G(c)_M,Sink needed to allow dihydrozeatin-7-N-glucoside to leave system,dhz7g_c0 --> ,"{'C': -16.0, 'H': -25.0, 'N': -5.0, 'O': -6.0}",,,,
DM_DHZ9G(c)_M,Sink needed to allow dihydrozeatin-9-N-glucoside to leave system,dhz9g_c0 --> ,"{'C': -16.0, 'H': -25.0, 'N': -5.0, 'O': -6.0}",,,,
DM_DHZG(c)_M,Sink needed to allow Dihydrozeatin-O-glucoside to leave system,dhzg_c0 --> ,"{'C': -16.0, 'H': -25.0, 'N': -5.0, 'O': -6.0}",,,,
DM_DVCHLDA(s)_M,Sink needed to allow Divinyl chlorophyllide a to leave system,dvchlda_s0 --> ,"{'charge': 1.0, 'C': -35.0, 'H': -31.0, 'Mg': -1.0, 'N': -4.0, 'O': -5.0}",,,,
DM_EIHKAUR(c)_M,Sink needed to allow ent-2alpha-Hydroxyisokaurene to leave system,eihkaur_c0 --> ,"{'C': -20.0, 'H': -32.0, 'O': -1.0}",,,,
DM_ELM(c)_M,Sink needed to allow beta-elemene to leave system,elm_c0 --> ,"{'C': -15.0, 'H': -24.0}",,,,
DM_ENTB(s)_M,Sink needed to allow enterobactin to leave system,entb_s0 --> ,"{'C': -30.0, 'H': -27.0, 'N': -3.0, 'O': -15.0}",,,,
DM_EPCTCN(c)_M,Sink needed to allow Epicatechin to leave system,epctcn_c0 --> ,"{'C': -15.0, 'H': -14.0, 'O': -6.0}",,,,
DM_EPLZN(c)_M,Sink needed to allow Epiafzelechin to leave system,epflzn_c0 --> ,"{'C': -15.0, 'H': -14.0, 'O': -5.0}",,,,
DM_GA13(c)_M,Sink needed to allow Gibberellin A13 to leave system,ga13_c0 --> ,"{'charge': 3.0, 'C': -20.0, 'H': -23.0, 'O': -7.0}",,,,
DM_GA17(c)_M,Sink needed to allow gibberellin A17 to leave system,ga17_c0 --> ,"{'C': -20.0, 'H': -23.0, 'O': -7.0}",,,,
DM_GA29CAT(c)_M,Sink needed to allow gibberellin A29-catabolite to leave system,ga29cat_c0 --> ,"{'charge': 2.0, 'C': -19.0, 'H': -20.0, 'O': -6.0}",,,,
DM_GA34(c)_M,Sink needed to allow Gibberellin A34 to leave system,ga34_c0 --> ,"{'charge': 1.0, 'C': -19.0, 'H': -23.0, 'O': -6.0}",,,,
DM_GA51CAT(c)_M,Sink needed to allow Gibberellin A51-catabolite to leave system,ga51cat_c0 --> ,"{'charge': 2.0, 'C': -19.0, 'H': -20.0, 'O': -5.0}",,,,
DM_GA8CAT(c)_M,Sink needed to allow Gibberellin A8-catabolite to leave system,ga8cat_c0 --> ,"{'charge': 2.0, 'C': -19.0, 'H': -20.0, 'O': -7.0}",,,,
DM_GA98(c)_M,Sink needed to allow Gibberallin A 98 to leave system,ga98_c0 --> ,"{'charge': 1.0, 'C': -19.0, 'H': -23.0, 'O': -4.0}",,,,
DM_GENTDP(c)_M,Sink needed to allow Gentiodelphin to leave system,gentdp_c0 --> ,"{'C': -51.0, 'H': -53.0, 'O': -28.0}",,,,
DM_HUML(c)_M,Sink needed to allow alpha-Humulene to leave system,huml_c0 --> ,"{'C': -15.0, 'H': -24.0}",,,,
DM_IORNTN2GCOUM(c)_M,Sink needed to allow Isoorientin-2-(6-coumaroyl)-O-glucoside to leave system,iorntn2gcoum_c0 --> ,"{'charge': 2.0, 'C': -36.0, 'H': -35.0, 'O': -18.0}",,,,
DM_ISCPRN2GCOUM(c)_M,Sink needed to allow Isoscoparin-2-O-(6-coumaroyl)-glucoside to leave system,iscprn2gcoum_c0 --> ,"{'charge': 2.0, 'C': -37.0, 'H': -37.0, 'O': -18.0}",,,,
DM_ISCPRN2GFER(c)_M,Sink needed to allow Isoscoparin-2-O-(6-feruloyl)-glucoside to leave system,iscprn2gfer_c0 --> ,"{'charge': 2.0, 'C': -38.0, 'H': -39.0, 'O': -19.0}",,,,
DM_IVTXN2GFER(c)_M,Sink needed to allow Isovitexin-2-O-(6-feruloyl)-glucoside to leave system,ivtxn2gfer_c0 --> ,"{'charge': 2.0, 'C': -37.0, 'H': -37.0, 'O': -18.0}",,,,
DM_JASILE(c)_M,Sink needed to allow jasmonoyl-isoleucine to leave system,jasile_c0 --> ,"{'C': -18.0, 'H': -29.0, 'N': -1.0, 'O': -4.0}",,,,
DM_JASLEU(c)_M,Sink needed to allow jasmonoyl-leucine to leave system,jasleu_c0 --> ,"{'C': -18.0, 'H': -29.0, 'N': -1.0, 'O': -4.0}",,,,
DM_JASVAL(c)_M,Sink needed to allow jasmonoyl-valine to leave system,jasval_c0 --> ,"{'C': -17.0, 'H': -27.0, 'N': -1.0, 'O': -4.0}",,,,
DM_JASKMPFL3G(c)_M,Sink needed to allow Kaempferol 3-O-glucoside to leave system,kmpfl3g_c0 --> ,"{'C': -21.0, 'H': -20.0, 'O': -11.0}",,,,
DM_LGNCOL(r)_M,Sink needed to allow lignoceryl alcohol to leave system,lgncol_r0 --> ,"{'C': -24.0, 'H': -50.0, 'O': -1.0}",,,,
DM_LGNDT(r)_M,Sink needed to allow lignocerdioate (n-C24:0) to leave system,lgndt_r0 --> ,"{'charge': 2.0, 'C': -24.0, 'H': -44.0, 'O': -4.0}",,,,
DM_LIM(s)_M,Sink needed to allow (S)-Limonene to leave system,lim_s0 --> ,"{'C': -10.0, 'H': -16.0}",,,,
DM_LTNNP(c)_M,Sink needed to allow Luteolin 7-O-neohesperidoside to leave system,ltlnnp_c0 --> ,"{'C': -27.0, 'H': -30.0, 'O': -15.0}",,,,
DM_MNQNNE(s)_M,Sink needed to allow Menaquinone 8 to leave system,mnqnne_s0 --> ,"{'C': -51.0, 'H': -72.0, 'O': -2.0}",,,,
DM_MOMA(s)_M,Sink needed to allow Momilactone A to leave system,moma_s0 --> ,"{'C': -20.0, 'H': -26.0, 'O': -3.0}",,,,
DM_ORNTN(c)_M,Sink needed to allow Orientin to leave system,orntn_c0 --> ,"{'charge': 1.0, 'C': -21.0, 'H': -19.0, 'O': -11.0}",,,,
DM_OZLN-C(c)_M,Sink needed to allow oryzalexin C to leave system,ozln-C_c0 --> ,"{'C': -20.0, 'H': -28.0, 'O': -2.0}",,,,
DM_OZLN-E(c)_M,Sink needed to allow oryzalexin E to leave system,ozln-E_c0 --> ,"{'C': -20.0, 'H': -32.0, 'O': -2.0}",,,,
DM_OZLN-F(c)_M,Sink needed to allow oryzalexin F to leave system,ozln-F_c0 --> ,"{'C': -20.0, 'H': -32.0, 'O': -2.0}",,,,
DM_OZLN-S(c)_M,Sink needed to allow oryzalexin S to leave system,ozln-S_c0 --> ,"{'C': -20.0, 'H': -32.0, 'O': -2.0}",,,,
DM_photonDrain(u)_M,demand removing excess photon from system,photonDrain_u0 --> ,{'X': -1.0},,,,
DM_PHTC-A(c)_M,Sink needed to allow phytocassane A to leave system,phtc-A_c0 --> ,"{'C': -20.0, 'H': -28.0, 'O': -3.0}",,,,
DM_PHTC-B(c)_M,Sink needed to allow phytocassane B to leave system,phtc-B_c0 --> ,"{'C': -20.0, 'H': -30.0, 'O': -4.0}",,,,
