	0	50	100	150	200	250	300	350	400	450	500	550	600	650	700	750	800	850	900	950	1000	1050	1100	1150	1200	1250	1300	1350	1400	1450	1500	1550	1600	1650	1700	1750	1800	1850	1900	1950	2000	2050
AMETt2m_M	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-5.583149836540215e-12	0.0	0.0	0.0
IPDPtm_M	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.488839956410724e-11	0.0	0.0	0.0
HCO3(h)tmi_M	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.091514104046328e-12	0.0	0.0	0.0	0.0	0.0	7.44419978205362e-12	0.0	0.0	0.0
GCOAtm_M	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.1093098498007177e-11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GLXtm_M	0.04155189937572638	1.0952348952112427	1.0787846061011528	1.609592062531999	2.122347526124458	2.6346623547227233	3.147406675148116	3.662469714930081	4.092352032700662	4.529292887003136	5.090271304950699	5.707634007890116	6.383629978596	7.1905197919173	8.018929812706235	8.782104667266843	9.50322718100937	10.279804867122373	11.053699615642785	11.810906789157272	12.568113963405569	13.325321138835495	14.082528317344007	14.839735489115364	15.596942664162121	16.35414983907735	16.346403545041117	17.04433964311437	17.74227574361529	18.440211836729144	19.138147941686363	19.836555058245878	20.5562733052804	21.26568116791602	21.983447916192475	22.6825701619643	23.372356826113908	22.54365542069523	19.107873614608692	19.49904816297081	20.07859525156674	21.138725360578093
3HPCOAtm_M	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.1093098498007177e-11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-8.091514104046328e-12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CTPtm_M	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2826865707584294e-12	0.0	0.0	0.0
2AHHMPtm_M	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4ABZtm_M	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
THMPPt2m_M	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FMNtm_M	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PANTtm_M	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2OXOADPTm_M	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-2.1093098498007177e-11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TSULtm_M	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5FTHFtm_M	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MLTHFtm_M	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ACSERtmi_M	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NA1ATPasem_M	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NA1Htm_M	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PInatm_M	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PHEMEtm_M	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FA40COAtm_M	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-2.1093098498007177e-11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.9658087901566332e-11	0.0	0.0	0.0
MSAtm_M	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.1093098498007177e-11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MHDASCBtm_M	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PINA1tm_M	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CHORtm_M	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.861049945513405e-12	0.0	0.0	0.0
SO3tm_M	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GLYCtm_M	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.5653731415168587e-12	0.0	0.0	0.0
CDPDAGtm_M	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PTD1INOtm_M	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PEtm_M	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-9.515416602804788e-11	0.0	0.0	0.0	0.0	0.0	-2.5653731415168583e-12	0.0	0.0	0.0
PStm_M	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.515416602804788e-11	0.0	0.0	0.0	0.0	0.0	2.5653731415168583e-12	0.0	0.0	0.0
PGPtm_M	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.2826865707584294e-12	0.0	0.0	0.0
PCtm_M	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ACALDtm_M	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
H2Stm_M	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PLIVLPNm_M	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.44419978205362e-12	0.0	0.0	0.0
PLIBTNm_M	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ACts_M	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NADts_M	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-3.496390676982486e-12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-7.53485815407906e-12	0.0	0.0	0.0	0.0	0.0
5FTHFts_M	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5MTHFts_M	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MHDASCBts_M	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DHORSts_M	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-8.514986330620139e-13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.589306629692146e-12	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OROTts_M	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.514986330620139e-13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-3.589306629692146e-12	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ACCOAts_M	3.2904129494906655e-05	0.0008218809814609425	0.0015730954972938108	0.002305537285227192	0.003037049600786124	0.0037683816958569366	0.004499713790768321	0.0052310458859982775	0.005962377981069161	0.006693310713839995	0.00742421516436961	0.008155119618119103	0.008886024071869753	0.009616928525619297	0.010347832979370662	0.011078737433084644	0.01180964188687241	0.012540546340649324	0.013271450794372504	0.014002355248124387	0.014733259701834867	0.015464164155620278	0.01619506860940791	0.016925973063127084	0.017656877516877667	0.01838778197062768	0.019118686426114074	0.019849590878127633	0.02058049533190439	0.021311399785609253	0.022042304227299424	0.02277320869312915	0.023504113162618714	0.024235017600636923	0.024965910887526754	0.025696701121888266	0.026427491350981245	0.027143861888799765	0.027791413729890736	0.02842921536383547	0.029064368897588334	0.029695113145722225
SUCCOAtz_M	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TSULts_M	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ASPts_M	-0.0014037819897304608	-0.03587606050994005	-0.06771955858028425	-0.09962735972356399	-0.13123762301070827	-0.162840098572379	-0.18102556268265074	-0.21266330440657522	-0.0958617454173875	-0.10481646742115006	-0.11626234619442194	-0.1277082249479711	-0.13915410370475628	-0.15059998246007714	-0.16204586122062625	-0.18288969158358515	-0.21181828617218426	-0.1963834975035602	-0.2078293763582937	-0.21927525500485853	-0.2307211337507219	-0.2421670125184987	-0.2536128912758151	-0.26505877003153006	-0.27650464878974484	-0.28795052754656053	-0.29939640630156106	-0.3108422850582531	-0.3222881638167653	-0.3337340425729117	-0.34517992107749895	-0.3566258000831528	-0.36807167880073344	-0.37951755759171113	-0.3926852590000647	-0.42174266844541974	-0.4508000780397714	-0.47928413643369416	-0.7405282167041788	-0.8109517682827391	-0.9327634668523358	-0.6712476738986511
CYSts_M	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-7.672334989550222e-12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GLYts_M	0.0	0.0	0.0	0.0	0.0	0.0	1.6484591469634324e-12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.6913278874776653e-11	0.0	0.0	0.0	0.0	0.0	0.0	0.041673353518630274	0.25975223245870666	0.474670456351553	0.6887302650389984	0.9013607473918341
HISts_M	-1.853726830265381e-05	-0.0004630248087415574	-0.0008862381037584767	-0.0012988753659215985	-0.0017109889902103223	-0.0021230010833054487	-0.002535013176310758	-0.0029470252694955416	-0.003359037362590704	-0.003770824465906823	-0.004182595636205902	-0.004594366808114775	-0.005006137980024299	-0.005417909151933197	-0.005829680323889122	-0.0062414515034728765	-0.006653222667662421	-0.0070649938395867425	-0.007476765011480788	-0.007888536183391007	-0.008300307355298076	-0.008712078527207005	-0.009123849699137364	-0.009535620871029155	-0.009947392042938635	-0.010359163214847806	-0.010770934386755793	-0.011182705558666094	-0.01159447673059031	-0.012006247902474055	-0.01241801907426566	-0.012829790246303575	-0.013241561418199047	-0.013653332590126268	-0.01406509747567771	-0.014476804294831253	-0.014888511118733074	-0.01529209428502731	-0.015656906921083794	-0.01601622656253289	-0.01637405433823436	-0.016729398045467928
ILEts_M	-3.902582800558696e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.007071657605454114	-0.007938577816347703	-0.008805464497275584	-0.009672351174978474	-0.010539237852682733	-0.011406124534855096	-0.012273011107678103	-0.013139897941362761	-0.014006784563499835	-0.014873671241235249	-0.015740557918906925	-0.016607444596612647	-0.017474331274312065	-0.01834121795201475	-0.01920810462976287	-0.020074991307429797	-0.02094187798513397	-0.021808764662837484	-0.022675651340538512	-0.023542538018244404	-0.024409424695979627	-0.02527631137362959	-0.0261431980510856	-0.027010084729060156	-0.027876971398643324	-0.028743858084476354	-0.029610731517764312	-0.03047748272596053	-0.03134423393417489	-0.032193882705320656	0.0	0.0	0.0	-0.03521978535887985
LEUts_M	-3.2904129494906655e-05	-0.0008218809814609425	-0.0015730954972938108	-0.002305537285227192	-0.003037049600786124	-0.0037683816958569366	-0.004499713790768321	-0.0052310458859982775	-0.005962377981069161	-0.006693310713839995	-0.00742421516436961	-0.008155119618119103	-0.008886024071869753	-0.009616928525619297	-0.010347832979370662	-0.011078737433084644	-0.01180964188687241	-0.012540546340649324	-0.013271450794372504	-0.014002355248124387	-0.014733259701834867	-0.015464164155620278	-0.01619506860940791	-0.016925973063127084	-0.017656877516877667	-0.01838778197062768	-0.019118686424375607	-0.019849590878127633	-0.02058049533190439	-0.021311399785609253	-0.0220423042391506	-0.02277320869312915	-0.023504113154946375	-0.024235017600636923	-0.024965910887526754	-0.02569670112188829	-0.0264274913562651	-0.027143861888799765	-0.027791413729890736	-0.02842921536383547	-0.029064368897588334	-0.029695113145722225
LYSts_M	9.871238848471996e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01539553440959935	0.020079932131853332	0.02227264549310883	0.024465358854357317	0.026658072215609264	0.02885078556344963	0.031043499138891362	0.03323621226477224	0.03542892566061723	0.03762163902023557	0.03981435238311751	0.042007065744373163	0.04419977910561287	0.046392492466860835	0.048585205828223725	0.05077791918938125	0.05297063255063297	0.05516334591188306	0.05735605927312682	0.05954877263438291	0.06174148599571321	0.06393419935682779	0.06612691271745182	0.06831962607938746	0.07051233944056458	0.07270505281076313	0.07489773265911102	0.07709010336566487	0.07928247406879531	0.08143158565484587	0.08337424118967221	0.08528764609150641	0.087193106692765	0.08908533943716668
METts_M	-0.04577090364754045	-0.23054548091776697	-0.4225152773544587	-0.607944686848703	-0.9170935272850887	-1.2232380601930415	-1.452799748925742	-1.762035942434773	-1.968820019940912	-2.6070445217877456	-2.891731806549423	-3.176419091249573	-3.4611063759871854	-3.7457936607095066	-4.030480945421496	-4.315168230182961	-4.599855514931699	-4.8845427996986945	-5.169230084739555	-5.453917369144666	-5.738604653850929	-6.023291938575831	-6.307979223551463	-6.592666508083372	-6.877353792816373	-7.162041077561614	-6.691830614130135	-6.926176966111061	-7.160523320418283	-7.394869666168769	-7.629216021769131	-7.866255131445647	-8.121490518769473	-8.431455433852472	-8.67848283295137	-8.891485702284305	-9.150628131835703	-10.129188170929691	-14.66285296352413	-17.30024408123514	-18.939272142577238	-22.73315523198045
PHEts_M	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PROts_M	2.467809712117999e-05	-6.016478981685225e-12	0.0	0.0	0.0	0.0	0.0	0.0	0.004471783485801866	0.0050199830297411145	0.005568161373277207	0.006116339713589329	0.006664518053902316	0.007212696394214472	0.007760874734527996	0.008309053032590878	0.008857231330570889	0.009405409755486994	0.009953588095779377	0.010501766436093291	0.011049944776402549	0.011598123116715209	0.012146301457055931	0.012694479797345313	0.013242658137658243	0.013790836477970764	0.014339014818281705	0.014887193158595729	0.015435371498928293	0.015983549839206947	0.016531728179362954	0.017079906519846866	0.017628084860141145	0.01817626320047769	0.018724433166905575	0.019272525841416217	0.019820618517198827	0.020357896416599824	0.020843560307247204	0.021321911522876602	0.021798276673194478	0.02227133485929167
SERts_M	0.00022851152721983336	0.005707772281134336	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.283856685522892e-12	0.0	0.0	-0.03990093891937274	-0.1425198496813067	-0.24445471873913538
THRts_M	-0.000985019550985843	-0.016623976366711236	-0.0433254356133532	-0.06312078532636539	-0.08314806145408056	-0.1031704035220366	-0.13470364133281104	-0.15659683294770427	-0.17849002456119223	-0.2003712607433866	-0.2222516504729019	-0.24413204019590218	-0.26601242991892676	-0.28789281965107383	-0.309773209364963	-0.3316535989393198	-0.35353398881077686	-0.3754143785351933	-0.3972947682571468	-0.4191751579801887	-0.44105554770338445	-0.4629359374260978	-0.4848163271502404	-0.5066967168723334	-0.5285771065953311	-0.5504574963183841	-0.5723378860438735	-0.5942182757644153	-0.616098665488231	-0.6379790552098958	-0.6598594454248519	-0.6817398346565424	-0.7036202243864738	-0.7255006140983616	-0.7473806695376283	-0.7692576399802488	-0.7911346104215123	-0.8125799120102395	-0.8319650535739225	-0.8510583134208651	-0.8700722991493066	-0.8889542882984083
TRPts_M	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TYRts_M	-1.0311235928927143e-05	-0.0002575545633764232	-0.0004929642290256129	-0.0001067785232084235	-0.0009517265900137911	-0.0011809056593412143	-0.0014100847286186776	-0.0016392637979959718	-0.0018684428673234152	-0.0020974967866412685	-0.0023265418451134997	-0.0025555869035849984	-0.002784631962056859	-0.0030136770205283726	-0.003242722079000457	-0.003471767158553926	-0.0037008121959443184	-0.0039298572544244105	-0.004158902312887662	-0.0043879473713599095	-0.004616992429830492	-0.004846037488301936	-0.005075082733864184	-0.005304127605247383	-0.0055331726637192205	-0.0057622177221908835	-0.00599126278066189	-0.006220307839134183	-0.0064493528976142245	-0.006678397956071739	-0.006907443014478008	-0.007136488073021286	-0.007365533131485332	-0.007594578189967035	-0.007823619749056227	-0.00805262901435918	-0.008281638279666796	-0.008506128812827368	-0.008709053488611108	-0.008908922721574022	-0.009107962113837274	-0.00930561975903737
